id,text,foot_notes
26,یا همچون بارانی است که از آسمان (فرو ریزد) و در آن تاریکی‌ها و رعد و برق باشد، و آن‌ها از ترس مرگ، انگشتان خود را در گوش‌هایشان فرو می‌برند تا صدای صاعقه را نشنوند، و الله به کافران احاطه دارد.,
27,نزدیک است که برق چشمان‌شان را برباید، هر گاه که برای آن‌ها روشن شود در (روشنائی) آن راه می‌روند و چون تاریک شود (در جای خود) بایستند. و اگر الله بخواهد گوش و چشمان‌شان را از بین می‌برد، چرا که الله بر هر چیز توانا است.,
28,ای مردم، پروردگار خود را پرستش کنید، آن کسی‌که شما و کسانی را که پیش از شما بودند آفرید، تا پرهیزگار شوید.,
29,آن کس‌که زمین را برای شما بگسترد و آسمان را همچون سقفی بالای سر شما قرار داد. و از آسمان آبی فرو فرستاد و بوسیلۀ آن انواع میوه‌ها را بوجود آورد تا روزی شما باشد. بنابراین برای الله همتایانی قرار ندهید، در حالی‌که می‌دانید.,
30,و اگر دربارۀ آنچه بر بنده خود (محمد صلی الله علیه و سلم) نازل کرده‌ایم؛ در شک و تردید هستید، سوره‌ای همانند آن بیاورید و گواهان خود را - غیر از الله- فرا خوانید؛ اگر راست می‌گویید.,
31,پس اگر چنین نکردید - و هرگز نتوانید کرد- از آتشی بترسید که هیزم آن مردم و سنگ‌ها است، و برای کافران آماده شده است.,
32,به کسانی‌که ایمان آورده، و کارهای شایسته انجام داده‌اند مژده ده که باغ‌هایی از بهشت برای آن‌هاست که نهر‌ها از زیر (درختان) آن جاری است. هر زمان که میوه‌ای از آن به آنان داده شود گویند: «این همان است که قبلاً به ما روزی داده شده بود» و میوه‌هایی همانند آورده شود، و برای آنان همسرانی پاکیزه است و جاودانه در آن خواهند بود.,
33,به‌راستی الله از اینکه به پشه‌ای یا بالاتر از آن مثال بزند شرم نمی‌کند. آنان که ایمان آورده‌اند می‌دانند که آن (مثل) حق است از طرف پروردگارشان و اما آنهایی که کافرند می‌گویند: الله از این مثل چه خواسته است؟ الله بسیاری را با آن گمراه، و گروه بسیاری را هدایت می‌کند، و تنها فاسقان را با آن گمراه می‌سازد.,
34,کسانی‌که پیمان الله را، پس از محکم ساختن آن می‌شکنند، و آنچه را که الله دستور داده بر قرار سازند، قطع نموده، و در روی زمین فساد می‌کنند، این‌ها زیانکارانند.,
35,چگونه به الله کافر می‌شوید؟ در حالی‌که شما مردگان بودید، و او شما را زنده کرد، سپس شما را می‌میراند، سپس شما را زنده می‌کند، آنگاه به‌سوی او باز گردانده می‌شوید.,
36,او (الله) است که همه آنچه را که در زمین است برای شما آفرید، آنگاه آهنگ آسمان کرد و آن‌ها را به‌صورت هفت آسمان مرتب نمود، و او به هر چیز آگاه است.,
37,و (بیاد بیاور) هنگامی را که پروردگارت به فرشتگان گفت: «من در زمین جانشینی قرار خواهم داد». گفتند: «آیا کسی را در آن قرار می‌دهی که در آن فساد و خونریزی کند؟ ما تسبیح و حمد تو را به جا می‌آوریم و تو را تقدیس می‌کنیم». پروردگار فرمود: «یقیناً من می‌دانم آنچه را که شما نمی‌دانید».,
38,و نام‌ها را همگی به آدم آموخت. سپس آن‌ها را به فرشتگان عرضه داشت، و فرمود: «اگر راستگویید، نام‌های این‌ها را به من خبر دهید».,
39,(فرشتگان) گفتند: «منزهی تو!. ما چیزی جز آنچه به ما آموخته‌ای نمی‌دانیم، تو دانای حکیمی».,
40,فرمود: «ای آدم! آنان را از نام‌هایشان آگاه کن» هنگامی‌که آنان را آگاه کرد (الله) فرمود: «آیا به شما نگفتم که من غیب آسمان‌ها و زمین را می‌دانم؟! و نیز می‌دانم آنچه را که آشکار می‌کنید، و آنچه را پنهان می‌داشتید».,
41,(یاد بیاور) هنگامی را که به فرشتگان گفتیم: «برای آدم سجده کنید» پس (همگی) سجده کردند، جز ابلیس که سرباز زد، و تکبر ورزید، و از کافران شد.,
42,و گفتیم: «ای آدم! تو با همسرت در بهشت سکونت کن، و از (میوه‌های) آن هر جا می‌خواهید، گوارا بخورید، و لیکن به این درخت نزدیک نشوید، که از ستمگران خواهید شد».,
43,پس شیطان موجب لغزش آن دو شد، سپس آنان را از آنچه در آن بودند (= بهشت) بیرون کرد. و گفتیم: «همگی (به زمین) فرود آیید در حالی‌که بعضی دشمن بعضی خواهید بود. و برای شما در زمین تا مدت معینی قرارگاه و وسیلۀ بهره برداری خواهد بود».,
44,آنگاه آدم از پروردگارش کلماتی فرا گرفت و الله توبه او را پذیرفت، چرا که الله توبه‌پذیر مهربان است. [مراد از «کلمات» سخنانی است که حضرت آدم علیه السلام با آن دعا و استغفار نمود و در سورۀ اعراف آیه بیان شده است. (تفسیر ابن کثیر)],
45,گفتیم: «همگی از آن فرود آیید! پس هر گاه هدایتی از طرف من برای شما آمد، کسانی‌که از آن پیروی کنند، نه ترسی بر آنان خواهد بود و نه غمگین خواهند شد».,
46,و کسانی‌که کافر شدند و نشانه‌های ما را دروغ پنداشتند آنان اهل دوزخند، و همیشه در آن خواهند بود.,
47,ای فرزندان اسرائیل (= یعقوب)! نعمت مرا که به شما ارزانی داشتم به یاد آورید، و به پیمانی که با من بسته‌اید وفا کنید، تا من نیز به پیمان شما وفا کنم و تنها از من بترسید.,
48,و به آنچه نازل کرده‌ام (= قرآن) ایمان بیاورید که تصدیق‌کننده چیزی است که با شما است، و نخستین کافر به آن نباشید، و آیات مرا به بهای ناچیز نفروشید، و تنها از من بترسید.,
49,و حق را با باطل نیامیزید، و حق را پنهان نکنید، در حالی‌که می‌دانید.,
50,و نماز را بر پا دارید و زکات را بپردازید، و با نمازگزاران نماز بخوانید.,
51,آیا مردم را به نیکی فرمان می‌دهید، و خودتان را فراموش می‌کنید، در حالی‌که شما کتاب (آسمانی) را می‌خوانید؟! آیا نمی‌اندیشید؟!,
52,و از شکیبایی و نماز یاری جویید، و نماز؛ جز بر فروتنان، دشوار و گران است.,
53,آن کسانی‌که یقیناً می‌دانند دیدار کنندۀ پروردگار خویش‌اند و به‌سوی او باز می‌گردند.,
54,ای فرزندان اسرائیل (= یعقوب)! نعمت مرا که به شما ارزانی داشتم به یاد آورید، و (نیز) اینکه من شما را بر جهانیان برتری دادم.,
55,و از روزی بترسید که کسی از کسی کفایتی نکند، و از او شفاعت پذیرفته نمی‌شود، و نه از او تاوان و فدیه گرفته می‌شود، و نه یاری می‌شوند.,
56,و (نیز به یاد آورید) هنگامی‌که شما را از چنگال فرعونیان نجات دادیم، (آنان) شما را به بدترین صورت آزار و شکنجه می‌دادند، پسران شما را سر می‌بریدند، و زنان شما را زنده نگه می‌داشتند، و در این‌ها آزمایش بزرگی از جانب پروردگارتان برای شما بود.,
57,و (به یاد آورید) هنگامی را که دریا را برای شما شکافتیم، و شما را نجات دادیم، و فرعونیان را غرق ساختیم، در حالی‌که شما می‌نگریستید.,
58,و (به یاد آورید) هنگامی را که با موسی چهل شب وعده گذاردیم، آنگاه شما بعد از او گوساله را (به پرستش) گرفتید، در حالی‌که ستمکار بودید.,
59,سپس شما را بعد از آن بخشیدیم، شاید سپاسگزاری کنید.,
60,و (نیز به یاد آورید) هنگامی را که به موسی کتاب (تورات) و فرقان (معجزه‌های جداکننده میان حق و باطل) را عطا کردیم، تا اینکه هدایت شوید.,
61,و (به یاد آورید) زمانی را که موسی به قوم خود گفت: «ای قوم من! شما با (به پرستش) گرفتن گوساله به خود ستم کرده‌اید، پس به‌سوی آفریدگار خود باز گردید و توبه کنید، و خود را (همدیگر را) بکشید، این کار برای شما در پیشگاه پروردگارتان بهتر است». آنگاه الله توبه شما را پذیرفت، زیرا که او توبه‌پذیر مهربان است.,
62,و (به یاد آورید) هنگامی را که گفتید: «ای موسی! ما هرگز به تو ایمان نمی‌آوریم، مگر اینکه الله را آشکارا ببینیم». پس صاعقه شما را گرفت، در حالی‌که می‌نگریستید.,
63,سپس شما را پس از مردن‌تان بر انگیختیم، شاید سپاسگزاری کنید.,
64,و ابر را بر شما سایبان قرار دادیم، و «من» (ترنجبین) و «سلوی» (بلدرچین) را بر شما فرو فرستادیم، (و گفتیم): «از پاکیزه‌هایی که به شما روزی داده‌ایم؛ بخورید» (ولی شما کفر ورزیدید). آن‌ها به ما ستم نکردند؛ بلکه به خود ستم می‌نمودند.,
65,و (به یاد آورید) هنگامی را که گفتیم: «به این شهر (= بیت‌المقدس) وارد شوید، و از نعمت‌های آن از هر جا که می‌خواهید به فراوانی بخورید، و با خشوع و فروتنی به دروازه در آیید و بگویید: «خواسته ما آمرزش گناهان است» تا گناهان شما را ببخشیم، و به نیکو کاران فزون‌تر می‌بخشیم».,
66,آنگاه ستمگران این سخن را که به آن‌ها گفته شده بود، تغییر دادند (و به جای آن کلمۀ مسخره‌آمیزی گفتند) لذا بر ستمگران در برابر این نافرمانی‌شان، عذابی از آسمان نازل کردیم. [رسول الله صلی الله علیه و سلم فرمودند: «به بنی اسرائیل گفته شد: آنگاه آنان با نشیمنگاه‌هایشان خزیدند و عقب عقب وارد شدند، و به جای (حِطَّةٌ) (گناهان ما را ببخش) گفتند: (حِنّطَةٌ) حَبَّةٌ فَي شَعْرَةٍ، دانه‌ای در جو». (صحیح بخاری: ],
67,و (به یاد آورید) هنگامی را که موسی برای قوم خویش، آب خواست، پس گفتیم: «عصای خود را بر سنگ بزن» آنگاه دوازده چشمۀ آب از آن جوشید، و هر گروهی آبشخور خود را دانست، (و گفتیم): «از روزی الله بخورید و بیاشامید، و در زمین به تباهی مکوشید».,
68,و (به یاد آورید) زمانی را که گفتید: «ای موسی! ما هرگز بر یک نوع غذا شکیبایی نداریم، پس پروردگار خویش را بخوان، تا از آنچه زمین می‌رویاند، از سبزی و خیار و سیر و عدس و پیازش برای ما بیرون آورد». (موسی) گفت: «آیا چیزی را که پست‌تر است به جای چیز بهتر جایگزین می‌کنید؟ به شهری فرود آیید، زیرا آنچه را خواستید در آنجا برای شما هست» و (مهر) ذلت و بی‌نوایی بر آنان زده شد، و سزاوار خشم الله گردیدند، چرا که آنان به آیات الله کفر می‌ورزیدند، و پیامبران را به ناحق می‌کشتند. این‌ها به خاطر آن بود که گناهکار و متجاوز بودند.,
69,به‌درستی کسانی‌که ایمان آورده‌اند، و کسانی‌که یهودی شدند و نصاری و صابئان (= ستاره پرستان) آنان که به الله و روز قیامت ایمان آوردند و کارهای شایسته انجام دهند، پاداش‌شان نزد پروردگارشان است، و نه ترسی بر آنان خواهد بود و نه غمگین خواهند شد.,
70,و (به یاد آورید) زمانی را که از شما پیمان گرفتیم، و (کوه) طور را بالای سر شما بر افراشتیم، (و به شما گفتیم): «آنچه را به شما داده‌ایم، با قدرت بگیرید، و آنچه را در آن است یاد کنید، شاید پرهیزگار شوید».,
71,سپس شما بعد از این روی گرداندید، پس اگر فضل و رحمت الله بر شما نبود، از زیانکاران بودید.,
72,بی‌گمان شما از حال کسانی از شما که در روز شنبه نافرمانی و تجاوز کردند، آگاه شده‌اید، پس ما به آن‌ها گفتیم: «بوزینه‌های خوار و رانده شده باشید».,
73,پس ما این (کیفر) را عبرتی برای مردم آن زمان و نسل‌های بعد از آنان، و پند و اندرزی برای پرهیزگاران قرار دادیم.,
74,و (به یاد آورید) زمانی را که موسی به قوم خود گفت: «الله به شما دستور می‌دهد که گاوی را ذبح کنید» گفتند: «آیا ما را مسخره می‌کنی؟» (موسی) گفت: «به الله پناه می‌برم از اینکه از نادانان باشم».,
75,گفتند: «از الله خود بخواه که برای ما روشن کند که آن چگونه (گاوی) است؟» (موسی) گفت: (الله) می‌فرماید: «آن گاوی است که نه پیر و نه جوان، بلکه میان سالی بین این دو باشد، پس آنچه به شما دستور داده شده است؛ انجام دهید».,
76,گفتند: «از پروردگارت بخواه تا برای ما روشن سازد، رنگ آن چگونه است؟» (موسی) گفت: (الله) می‌فرماید: «آن گاو زرد پر رنگی است که بینندگان را شاد می‌کند».,
77,گفتند: «از پروردگارت بخواه تا برای ما روشن سازد که آن چگونه (گاوی) است؟ براستی این گاو بر ما مشتبه شده، و اگر الله بخواهد ما هدایت خواهیم شد».,
78,(موسی) گفت: (الله) می‌فرماید: «آن گاوی است که نه برای شخم زدن رام شده، و نه برای زراعت آبکشی کند، بی عیب است و یک رنگ و در آن خالی نیست» گفتند: «اینک سخن درست آوردی» پس گاو را سر بریدند، و نزدیک بود که این کار نکنند.,
79,و (به یاد آورید) هنگامی را که فردی را کشتید، آنگاه دربارۀ او به نزاع پرداختید، و الله آشکار کننده آن چیزی است که پنهان می‌کردید.,
80,پس گفتیم: «پاره‌ای از گاو را به مقتول بزنید، الله این گونه مردگان را زنده می‌کند، و نشانه‌های خود را به شما می‌نمایاند، شاید اندیشه کنید».,
81,سپس بعد از این دل‌های شما سخت شد، همچون سنگ، یا سخت‌تر! زیرا که پاره‌ای از سنگ‌ها می‌شکافد، و از آن‌ها نهرها جاری می‌شود، و پاره‌ای از ترس الله فرو می‌افتد، و الله از آنچه می‌کنید؛ غافل نیست.,
82,آیا امید دارید که (یهودیان) به (آیین) شما ایمان بیاورند، با اینکه گروهی از آنان سخنان الله (تورات) را می‌شنیدند و پس از فهمیدنش آن را تحریف می‌کردند، و حال آنکه علم و اطلاع داشتند؟!,
83,و چون با مؤمنان ملاقات کنند؛ گویند: «ایمان آورده‌ایم» ولی هنگامی‌که با یکدیگر خلوت می‌کنند، می‌گویند: «چرا مطالبی را که الله برای شما بیان کرده، برای مسلمانان بازگو می‌کنید تا (روز قیامت) در پیشگاه پروردگارتان بر ضد شما به آن استدلال کنند؟ آیا نمی‌فهمید؟»,
84,آیا نمی‌دانند که آنچه را پنهان می‌دارند، و آنچه را آشکار می‌کنند؛ الله می‌داند؟!,
85,و برخی از آنان بی‌سوادانی هستند که کتاب الله (تورات) را جز یک مشت خیالات و آرزوها نمی‌دانند، و تنها به پندارهایشان دل بسته‌اند.,
86,پس و ای بر کسانی‌که با دست خود می‌نویسند، سپس می‌گویند: «این از جانب الله است » تا آن را به بهای اندک بفروشند، پس و ای بر آن‌ها از آنچه دست‌هایشان نوشته، و وای بر آنان از آنچه از این راه به دست می‌آورند!,
87,و گفتند: «آتش دوزخ؛ جز چند روز محدودی، هرگز به ما نخواهد رسید. بگو: «آیا از نزد الله پیمانی گرفته اید؟! که الله هرگز خلاف پیمانش نکند؟ یا چیزی را که نمی‌دانید به الله نسبت می‌دهید؟!»,
88,آری هر کس که مرتکب گناه شود، و گناهانش او را احاطه کنند، آن‌ها اهل آتشند، و جاودانه در آن خواهند بود.,
89,و کسانی‌که ایمان آورده و کارهای شایسته انجام داده‌اند، آنان اهل بهشتند، و جاودانه در آن خواهند ماند.,
90,و (به یاد آورید) زمانی را که از بنی اسرائیل پیمان گرفتیم که جز الله یگانه را پرستش نکنید، و به پدر و مادر و نزدیکان و یتیمان و بی‌نوایان نیکی کنید، و به مردم (سخن) نیک بگویید، و نماز را بر پا دارید و زکات را بپردازید، سپس همۀ شما؛ جز عدۀ کمی پشت کردید و رویگردان شدید.,
91,و (به یاد آورید) هنگامی را که از شما پیمان گرفتیم که خون های همدیگر را نریزید و یکدیگر را از سرزمین خود، بیرون نکنید. سپس شما اقرار کردید، و شما (بر آن پیمان) گواهی می‌دهید.,
92,پس از آن این شما هستید که یکدیگر را می‌کشید و گروهی از خودتان را از سرزمین شان بیرون می‌کنید و علیه آن‌ها به گناه و ستم یکدیگر را کمک می‌کنید. و اگر (بعضی از آنان به صورت) اسیران نزد شما آیند، فدیه می‌دهید (و آنان را آزاد می‌کنید) و حال اینکه بیرون کردن آنان بر شما حرام بود. آیا به بخشی از (دستورات) کتاب (آسمانی) ایمان می‌آورید، و به بخشی کافر می‌شوید؟! پس جزای کسی از شما که چنین کند چیست، جز رسوایی و خواری در این جهان، و در روز قیامت به شدیدترین عذاب بر گردانیده می‌شوند، و الله از آنچه انجام می‌دهید غافل نیست.,
93,اینان کسانی هستند که زندگانی دنیا را به بهای آخرت خریدند، پس عذاب آن‌ها تخفیف داده نمی‌شود، و کسی آن‌ها را یاری نخواهد کرد.,
94,بدرستی که به موسی کتاب (تورات) دادیم، و بعد از او، پیامبرانی پشت سر هم فرستادیم، و به عیسی پسر مریم معجزه‌ها و دلایل روشن دادیم، و او را به وسیله روح القدس (= جبریل) تأیید کردیم، آیا هر زمان؛ پیامبری چیزی بر خلاف هوای نفس شما آورد، در برابر او تکبّر کردید، پس گروهی را تکذیب کرده و گروهی را کشتید.,
95,و گفتند: «دل‌های ما در پرده است»، بلکه الله آنان را به خاطر کفر شان نفرین کرده است، پس اندکی ایمان می‌آورند.,
96,و هنگامی‌که از طرف الله کتابی (= قرآن) برای آن‌ها آمد که تصدیق‌کننده چیزهائی بود که با خود داشتند، و پیش از این بر کافران خواستار پیروزی بودند، پس چون آن چه را که (از قبل) شناخته بودند، نزد آن‌ها آمد، به او کافر شدند، پس لعنت الله بر کافران باد.,
97,چه بد است چیزی که خود را به بهای آن فروختند. و از روی حسد به آن چه الله فرستاده بود کافر شوند، که چرا الله از فضل خویش بر هر کس از بندگانش که بخواهد نازل می‌کند؟! پس سزاوار خشمی بر خشمی دیگر شدند، و برای کافران عذاب خوار کننده است.,
98,و چون به آن‌ها گفته شود: «به آنچه الله نازل کرده، ایمان بیاورید» می‌گویند: «ما به چیزی ایمان می‌آوریم که بر خود ما نازل شده است» و به غیر آن، کافر می‌شوند، در حالی‌که آن حق است و تصدیق‌کننده چیزی است که با خود دارند. بگو: «اگر (راست می‌گویید) و مؤمنید پس چرا پیامبران الله را پیش از این می‌کشتید؟!».,
99,و به راستی موسی معجزه‌ها و نشانه‌های روشنی برای شما آورد، و آنگاه شما پس از وی، گوساله را به پرستش گرفتید، در حالی‌که ستمگر بودید.,
100,و (به یاد آورید) هنگامی را که از شما پیمان گرفتیم، و (کوه) طور را بالای سر شما برافراشتیم، (و گفتیم): «آنچه را به شما داده‌ایم محکم بگیرید و بشنوید». گفتند: «شنیدیم و نا فرمانی کردیم» و دل‌های شان بر اثر کفرشان، با (محبت) گوساله آمیخته شد. بگو: «ایمان‌تان چه فرمان بدی به شما می‌دهد، اگر شما مؤمن هستید!».,
101,بگو: «اگر سرای آخرت در نزد خدا، مخصوص شماست، نه سایر مردم، پس آرزوی مرگ کنید؛ اگر راستگوئید».,
102,ولی آن‌ها، بخاطر آنچه دست‌هایشان پیش فرستاده است، هرگز آرزوی مرگ نخواهند کرد، و الله به ستمگران داناست.,
103,و هر آینه آنان را حریص ترین مردم - (حتی) حریص تر از مشرکان - بر زندگی خواهی یافت، هر یک از آنان دوست دارد هزار سال عمر کند، در حالی‌که اگر این عمر (دراز)، به او داده شود، او را از عذاب دور نمی‌کند، و الله به آنچه می‌کنند بیناست.,
104,بگو: «کسی‌که دشمن جبرئیل باشد، (در حقیقت دشمن الله است) زیرا که او به فرمان الله قرآن را بر قلب تو نازل کرده است، در حالی‌که تصدیق‌کننده آنچه پیش از آن است، و برای مؤمنان راهنما و مژده است».,
105,کسی‌که دشمن الله و فرشتگان و پیامبران او، و جبرئیل و میکائیل باشد، پس بدرستی که الله دشمن کافران است.,
106,و هر آینه که ما نشانه‌های روشنی بر تو نازل کردیم، و جز فاسقان کسی به آن‌ها کفر نمی‌ورزد.,
107,آیا (چنین نیست) هر گاه آن‌ها پیمانی بستند گروهی از آنان آن را دور افکندند؟! بلکه بیشترشان ایمان نمی‌آورند.,
108,و هنگامی‌که فرستاده‌ای از جانب الله به سوی‌شان آمد، که تصدیق‌کننده آنچه با خود داشتند است، گروهی از آنان که به آن‌ها کتاب داده شده بود، کتاب الله را پشت سرشان افکندند، گویی آنان نمی‌دانند.,
109,و از آنچه شیاطین در (عهد) فرمانروایی سلیمان (بر مردم) می‌خواندند پیروی کردند، و درحالیکه سلیمان (هرگز دست به سحر نیالود) و کافر نشد، و لیکن شیاطین کفر ورزیدند، به مردم سحر آموختند. و (نیز)از آنچه بر دو فرشته «هاروت» و «ماروت» در بابل نازل شده بود (پیروی کردند). و (آن دو فرشته) به هیچ کس چیزی یاد نمی‌دادند، مگر اینکه (از پیش به او) می‌گفتند: «ما وسیله آزمایشیم، پس کافر نشو» پس از آن دو (فرشته) چیزهایی می‌آموختند که به وسیلۀ آن، میان مرد و همسرش جدایی بیفکنند، و حال آنکه بدون اجازه الله نمی‌توانند به وسیلۀ آن به کسی زیانی برسانند. و چیزی می‌آموختند که به آنان زیان می‌رسانید، و به آنان سودی نمی‌داد. و قطعاً می‌دانستند که هرکس خریدار آن باشد، در آخرت بهره‌ای نخواهد داشت. و چه بد و زشت است آنچه خود را به آن فروختند، اگر می‌دانستند!.,
110,و اگر آن‌ها ایمان می‌آوردند، و پرهیزگاری می‌کردند، همانا پاداشی از نزد الله بهتر بود، اگر می‌دانستند!.,
111,ای کسانی‌که ایمان آورده‌اید (در گفتگو با پیامبر صلی الله علیه وسلم) نگویید: «راعنا» (یعنی رعایتمان کن) بلکه بگویید: «اُنْظُرْنا» (یعنی: به ما بنگر، ملاحظه ما کن، زیرا که کلمه اول دو معنی دارد که معنای دیگر آن، یعنی: حماقت، و یهود هدف‌شان این معنی بود). و بشنوید، و برای کافران عذاب دردناکی است.,
112,کافران از اهل کتاب و مشرکان دوست ندارند که از جانب پروردگارتان خیر و برکتی بر شما نازل گردد، در حالی‌که الله رحمت خود را به هر کس بخواهد اختصاص می‌دهد، و الله دارای فضل بزرگ است.,
113,هر آیه‌ای را نسخ کنیم، یا (از دل مردم بزدائیم) و فراموشش گردانیم، بهتر از آن یا همانند آن را می‌آوریم، آیا نمی‌دانی که الله بر هر چیز تواناست؟,
114,آیا نمی‌دانی که فرمانروایی آسمان‌ها و زمین، از آن الله است، و جز الله سرپرست و یاوری برای شما نیست.,
115,آیا می‌خواهید از پیامبر خود، (همان چیزی را) در خواست کنید که پیش از این از موسی خواسته شد؟ و کسی‌که کفر را به (جای) ایمان برگزیند، مسلماً راه راست را گم کرده است.,
116,بسیاری از اهل کتاب، از روی حسدی که در وجودشان است، آرزو دارند که شما را بعد از ایمان‌تان به حال کفر باز گردانند، پس از اینکه حق برای آن‌ها روشن شده است، پس شما عفو کنید و در گذرید، تا الله فرمان خویش را (برای جهاد با آن‌ها) صادر نماید، همانا الله بر هر چیزی تواناست.,
117,و نماز را بر پا دارید و زکات را ادا کنید، و هر کار نیکی را که برای خود از پیش می‌فرستید، آن را نزد الله خواهید یافت، یقیناً الله به آنچه می‌کنید بینا است.,
118,و گفتند: «هرگز داخل بهشت نخواهد شد، جز کسی‌که یهودی یا مسیحی باشد، این آرزو‌های (باطل) آن‌هاست. بگو: «اگر راستگویید دلیل خود را بیاورید!».,
119,آری، کسی‌که مخلصانه روی خود را تسلیم الله کند، و نیکوکار باشد، پس پاداش و ی نزد پروردگارش (محفوظ) است، و نه ترسی بر آن‌هاست و نه اندوهگین می‌شوند.,
120,یهودیان گفتند: «مسیحیان بر چیزی نیستند» و مسیحیان (نیز) گفتند: «یهودیان بر چیزی نیستند» در حالی‌که آنان کتاب (آسمانی) را می‌خوانند. همچنین کسانی‌که نمی‌دانند (سخنی) همانند آنان گفتند. پس الله روز قیامت، در آنچه که در آن اختلاف داشتند میان آنان داوری می‌کند.,
121,و کیست ستمکارتر از آن کس که مسجد‌های الله را باز داشت که در آن نام الله برده شود، و در ویرانی آن‌ها کوشید؟! شایسته آنان نیست، جز به حال ترس وارد این مساجد شوند، بهره آنان در دنیا خواری و رسوائی، و در آخرت عذاب بزرگی است.,
122,مشرق و مغرب از آن الله است، پس به هر سو رو کنید، روی الله آنجاست. همانا الله گشایشگر داناست.,
123,و (یهود و نصاری و مشرکان) گفتند: «الله فرزندی (برای خود) بر گزیده است» - منزّه است او- بلکه آنچه در آسمان‌ها و زمین است، از آن اوست، (و)همه فرمانبردار اویند.,
124,پدید آورنده آسمان‌ها و زمین است، و چون به کاری اراده فرماید، تنها به آن می‌گوید: «باش»، پس می‌شود.,
