id,text
35,"<p lang=""en"">Man’s first duty to God is to be true to the covenant made between the Creator and His creatures at the beginning of the world, namely, that man should remain God’s servant. Then, his conduct towards his fellow men should be such that all the ties that God has enjoined man to keep may be consolidated. Thirdly, man should not turn people away from following the divine call raised by one of God’s servants  by inventing groundless arguments against it. The message of truth seeks to harmonize man with his own nature: those who prevent others from receiving it are guilty of spreading corruption in the land. God has created man from nothing. This is a favour great enough to make man completely surrender himself to God. But God has not just created man and left it at that: He has given him an earth made to suit his needs perfectly. But there is more to the matter than merely this. Immediately after his demise, he will be brought before the Lord of the Universe to be judged. This state of affairs demands that he devote himself entirely to God; that he remember and obey God throughout his life, forever remaining His humble servant. When the divine message is so clear and reasonable, why do people not accept it? The chief cause is unwillingness to learn. This manifests itself in various ways: deliberate denigration of God’s message, attempts to belittle it by finding flaws  in it, or misrepresenting it as irrational or concerned with mere trivialities. One who is not willing to learn from sound advice does not think seriously about it. When some argument is presented to him, he looks at it superficially and sets about finding some shortcomings in it. But those who are willing to learn take the trouble to give those arguments serious thought and they do not take long to realize that they are faced with the truth. It does not make any difference to them that the truth has been explained in parables of mere gnats, and other equally insignificant creatures.</p>"
36,"<p lang=""en"">God has created man from nothing. This is a favour great enough to make man completely surrender himself to God. But God has not just created man and left it at that: He has given him an earth made to suit his needs perfectly. But there is more to the matter than merely this. Immediately after his demise, he will be brought before the Lord of the Universe to be judged. This state of affairs demands that he devote himself entirely to God; that he remember and obey God throughout his life, forever remaining His humble servant.</p>"
297,"<p lang=""en"">The Creator and Sustainer of the universe is not a mechanical God. He is, in fact, a live and conscious Being. He has sent guidance for man throughout the ages, including the Torah and the Bible, which were revealed to the former prophets. But man has always put different constructions upon divine teachings. Thus, through his self-styled interpretations, he has divided one religion into many. Ultimately, in accordance with God’s plan, the final book in the form of the Quran was sent down to man. The Quran is not only a genuine book of guidance but also serves as the criterion or standard of right and wrong. It tells us which is the true religion and which is the religion devised by human beings through misinterpretation. Now those who, denying the book of the Almighty, refuse to abandon the religion devised by human beings, are deserving of His punishment. These are the people to whom God granted eyes, but who failed to see the light (sent by God in the form of this book). These are the people to whom their Creator granted minds, but who failed to understand the truth when it came to them in the form of arguments. Bowing to the truth required them to bow to the Prophet and to God, and they thought that by surrendering to the Supreme Being and His Prophet they would diminish in stature. To save their petty ‘greatness’, they refused to bow to the Truth.</p>"
299,"<p lang=""en"">Only God can truly tell us what He is in His Being and in His attributes. And He has made this so clear in His Book, that any reader who is eager for knowledge of Him will certainly gain enlightenment from it. Again, it is only God who can truly give guidance to man. The right course of action for man can be determined only by a Being who has not only known man from his birth to his death, but also knows what has gone before his birth and what will happen after his death. It is, therefore, only God who, after placing the nature of man in the perspective of the entire universe, may decree what kind of conduct will guarantee man’s success in this world and the next, for a sound human mentality can only be one which is in harmony with the rest of the world and in complete accord with the vaster system of the cosmos. It is only God who has the power and the knowledge to ordain what it befits human beings to strive for in the present world. This being so, the only realistic approach for man is to trust in His Maker and accept and follow His guidance wholeheartedly and with full confidence.</p>"
300,"<p lang=""en"">There are two kinds of subjects dealt with in the Quran, one pertaining to the known human world, like historical events, signs from the universe and commandments for worldly life; the other pertaining to unseen matters which are not comprehensible by man in this life, for instance, God’s attributes, and the states of Heaven and Hell, etc. The first are clear revelations, quite precise in their meaning, since they have been couched in a direct style. The second relate to the unknown world (for man) and cannot, therefore, be expressed in everyday language. That is why they are framed in an allegorical style. For instance, if we say, ‘man’s hand’, this is an example of the expression of a fact, but if we say, ‘God’s hand’, this is an example of an allegory. Those who do not understand this difference fall into the error of interpreting allegorical verses quite literally. This will only lead man astray; he will never arrive at the truth. Whereas a ‘human hand’ may be precisely understood, a ‘divine hand’ cannot, because of our present limited thinking capacity.</p>"
301,"<p lang=""en"">The correct academic and intellectual stand regarding the allegorical part of the Quran is for man to acknowledge his limitations. One should be content to have an abstract understanding of the things which cannot be grasped precisely by the senses. When, due to his imperfect sensory perception, man cannot have a total understanding of those realities, the practical approach should be not to make any attempt to determine the precise meaning in these matters. Instead, man should pray to God to save him from entanglement in fruitless discussions. He should pray to God to grant him such wisdom as will enable him to recognize his place and be content to repose his faith in those realities, without knowing all of their details. A Day is soon to come when these realities will come into full view, but it is not possible for man to comprehend them as long as he is still being put to the test in this life, by his Lord. The path of the intellect may be a slippery one, where the intellectual may slip and fall in failing to see things in their right perspective. He understands reality, but only when he looks at it from the proper angle. When he does so from another angle, it is quite possible that he will fail to assess it properly and will be a prey to misunderstandings. The greater wisdom for man is to learn the secret of seeing things from the correct standpoint.</p>"
305,"<p lang=""en"">When the call of Truth goes out, it appears to people to be of no value. On the one hand, there are all the assets of worldly comfort and grandeur, while, on the other hand, there is the caravan of truth, having no foothold in society, and no worldly interests attached to it. In such a situation, joining the caravan of truth amounts to detachment from the social circle and depriving oneself of all material benefits. That is why, in order to safeguard his interests, man turns away from the truth. If it means abandoning his friends and relatives, he is not ready to join a lone preacher (da‘i). But all the material considerations that appear important today will cease to matter on the Day of Judgement. Their importance will last only so long as dealings are between man and man. The Day the veil of Doomsday is rent asunder, and all issues are to be settled between man and God, all worldly things will become insignificant—as if they had never existed. The missionary in this world appears to be powerless, but in reality, he is powerful, because God is backing him. The denier appears to be influential in this world, but is, in fact, totally powerless, because his strength is nothing but a temporary delusion.</p>"
306,"<p lang=""en"">The battle of Badr in the fourteenth year of the prophethood was a worldly example of what will happen in the next world. Those who deny the truth greatly exceeded the believers in numbers and in strength. In fact, the believers were so few in number that they were powerless. In spite of this, those who denied the truth suffered a crushing defeat and the believers achieved a decisive victory. This is a clear proof that God is always on the side of the believers. In the face of such a great difference in resources, an extraordinary victory cannot be achieved without God’s succour. This serves as a demonstration from God that truth does not go unsupported. It is also a clear indication to those who deny the truth of how they are placed in this world. There are obvious signs in the words and deeds of the preacher that the Truth he preaches comes from God. But the arrogant find refuge in fine words to refute this. They live by false explanations, until finally they leave for the next world, only to learn that the words in which they had taken refuge were utterly meaningless from the standpoint of reality.</p>"
308,"<p lang=""en"">This world is a place of trial. God, wishing to ascertain which of His creatures are capable of rising above worldly attractions, has so willed it that man should be attracted to and find gratification in the things of this world, but at the same time be faced with the choice of clinging to them or renouncing them in favour of the unseen things of the next world. This is not an easy choice, for he sees that worldly acquisitions lead him to an honourable place in society. By possessing material resources, he can have all that he wants in life. This gives him the impression that it is these things that are of consequence. All his interests and activities centre around his family, his wealth and his property. This presents the greatest obstacle to advancing towards the demands of the Hereafter. The aura of importance surrounding worldly things makes him oblivious of all that pertains to the next life. He is so engrossed in building the future of his children in this world, that he no longer remembers the fact that there is any ‘future’ beyond this present life, to which he should give thought. Providing all comforts for his home in this world becomes so dear to him that it never occurs to him that there is any other home save this, to which he should pay heed. Making money, accumulating riches and possessing property in this world seem so estimable to him, that he fails to realize that there is any ‘wealth’ other than this, to which he should devote his life. However, all these things with the external glitter of this present life will be of no use to him in the next, eternal life. It is only one who makes the permanent life of the Hereafter the focus of his attention who will realize the insignificance of these worldly things.</p>"
310,"<p lang=""en"">He will be filled with the conviction that the matters of the next world are entirely in the hands of his Lord and all the glitter of this world will appear meaningless. As a result, God will be the entity he fears most and he will be desirous of the next life more than anything else. He will not follow his mundane desires, but will rather determine his course of action, keeping in view the court of the Almighty. There will be no discrepancy between his words and his actions. His wealth will no longer remain his, but will be devoted to the cause of God. Whatever difficulties he faces in the path of his Creator, he will adhere to that path with total steadfastness, because he will have the conviction that no one can give him succour if he turns away from God. His heart will be filled with His remembrance, and he will start calling upon Him spontaneously. God will be his companion in his solitude. In the presence of His greatness and perfection, his own being will appear completely insignificant. He will have no words to utter but—‘O my God, forgive me.’</p>"
312,"<p lang=""en"">The God of the universe is the One and only God and He likes justice. This assertion is made in all the revealed scriptures which are still in their original form. The vast universe run by its Master through His unseen agents, the angels, is exactly what it ought to be and as perfect as it can be. According to established knowledge, the universe seems to be a completely unitary system. This would indicate that it has a single Planner. Moreover, everything in the universe being in its right place is a proof that its Lord loves justice and righteousness rather than injustice and wrongdoing. Then how can God, who has maintained justice in the vaster universe, allow injustice in human matters? Each and every part of the universe is in a complete state of ‘surrender’, that is, all its functions are performed in accordance with the appointed plan of God. Exactly the same performance is required of man. Man must recognize his Lord and mould his life in accordance with God’s plan. Making anyone else, save God, the centre of his attention or nurturing the thought that God’s judgement can be based on anything other than justice is inconceivable in the present universe.</p>"
315,"<p lang=""en"">The call of the Quran is the call of the same true version of Islam, the religion of submission to God, as was revealed to all the other prophets. Those who deny this do so, not because its truth is not clear to them, but because of their own sense of superiority. Acknowledging its veracity amounts, as they see it, to accepting the intellectual superiority of the proponent of the Quran. And their jealousy and arrogance do not allow of such an acknowledgement. Instead of accepting the truth, they want to exterminate the dayee himself. However, this is not possible in this world of God. All their plans to censor the dayees’ words will fail, and when God’s scales of justice are put in place, they will see that those actions, which had given them the conviction of securing success and salvation, are quite without value. True argument is one of God’s signs. One who does not bow to a true argument, fails to bow to God. Such dissenters will enter the next world divested of all support.</p>"
494,"<p lang=""en"">All human beings are one and the same by birth. Ultimately, everyone can trace his origin to the same man and woman as father and mother. It is, therefore, necessary that all human beings should have a feeling of affinity with each other and live with fairness and goodwill like the members of one extended family. This racial unity becomes more compact in family relationships and the importance of decent behaviour among kinsfolk becomes further heightened. Good behaviour between fellow human beings is important, not merely from the moral point of view, but rather as a matter of personal concern to man himself. This is so, because everyone is governed by the Great, Almighty God, who as the Reckoner for one and all, will decide the eternal future of all human beings in the Hereafter, requiting them according to their actions in this world. Man should, therefore, not consider his dealings with others as a matter between man and man, but as a matter between man and God. He should fear the grip of God and should adhere to the bounds set by God so as to save himself from His wrath. According to a hadith, God proclaimed, ‘I shall associate Myself with one who strengthens the ties of kinship and detach Myself from one who severs them.’ This shows that man’s attachment to God is being tested by the criterion of his relations with other human beings. One who goes in fear of God while dealing with the rights of others, is one who truly venerates Him; one who loves other human beings, is one who really loves his Creator. The virtues of fair dealing and compassion are general requirements of human society, but so vital are they to maintaining good family relations that in importance they stand second only to God.</p>"
497,"<p lang=""en"">Orphan boys and girls are the weakest members of a family or society and, therefore, dealing with them appropriately is the toughest test of one’s being imbued with the fear of God. Orphans deserve to be treated in a manner which is just and compassionate and whereby their rights are ensured the maximum protection. It is a major sin for a joint property to be divided in such a way that some are given valuable shares, while others are given worthless shares, only for the purpose of tallying the listed items.</p>"
499,"<p lang=""en"">Property is meant neither for luxury nor for the manifestation of pride. It is a means of livelihood for man, supporting his existence in the world. As such, it is not proper on the one hand to consider its acquisition one’s goal in life, while on the other, it is extremely important that any wasteful use of property should be checked and earnest efforts be made, when it falls into the wrong hands, to restore it to its rightful owner. Any misappropriation of anyone’s belongings is akin to creating a breach in God’s arrangement of bestowing a livelihood upon His servants. In the case of an orphan, who happens to be the weakest member of society, it becomes even more imperative that his property be well-protected and he be dealt with in fairness and justice. It is also necessary that a justified settlement with orphans should be recorded in writing and witnessed so that the executor’s responsibility may be honourably discharged with no question of future disputes or complaints. Whenever one takes someone’s affairs in hand, he must proceed with the realization that any injustice he may commit is in the knowledge of God. It is possible that the person whose affairs are being settled is weak and cannot deal effectively with unjust treatment, but surely God will catch hold of the arbiter on the Day of Reckoning and punish him severely for any unjustified settlement. This is inevitable and none can escape it.</p>"
503,"<p lang=""en"">In this world a man may usurp a weak person’s right. But every unlawful acquisition that he makes is like filling up his belly with fire. The fact that whatever is usurped is like fire may not be apparent here, but it will become evident in the Hereafter. Man has been given freedom of action in this world, but he cannot manipulate the result of his actions. One who wishes to be saved from evil consequences should not do wrong to others. He should adopt the culture of beneficence and, according to his capacity, be a giver to others. If one is not in a position to benefit others in any way, one should, according to Islamic standards, at least not hurt anyone’s feelings. One should speak plainly and truthfully, or else remain silent.</p>"
504,"<p lang=""en"">Man-made laws have some bias or the other. During the ancient tribal age, a boy was of considerable importance in the social order. Since he was a source of strength to the tribe, he was awarded the sole right of inheritance, depriving the girl completely. This has come to be resented in modern times and consequently the boy and the girl are now both considered equal. But, if the ancient principle was unjustified, the present principle is unrealistic. A law free from all types of inequity can be expected only from God, to whom is attributed infinite knowledge and wisdom. The divine laws enjoined by God on this subject are not only a real source of social justice, but relate in the most profound way to the life Hereafter as well.</p>"
507,"<p lang=""en"">Payment of the dues of orphans, abiding by wills, release of the inheritance to the inheritors, etc., are among those matters on which a man’s being sent to hell or heaven depends. To make out a will disposing of one-third part of one’s property is permissible by Islamic law. But anyone making out a will with the intention of depriving a person of his rightful inheritance, would be committing a sin that could condemn him to Hell. Man has to follow the law of God in this regard and not his own personal desires or family expediencies.</p>"
509,"<p lang=""en"">If a man or a woman commits an act considered a sin according to Islamic tenets, he or she will be dealt with in accordance with the rule of law, and not arbitrarily. It is unjust to declare anyone a criminal without fulfilling the legal conditions, nor is there permission to proceed summarily against even a proven criminal. The purpose of punishment is to uphold justice, and justice cannot be upheld through tyranny and injustice. Moreover, if a sinner pleads guilty and reforms himself, it becomes essential to adopt a sympathetic and forgiving attitude towards him. It is not proper to assess anyone on the basis of his past. When God Himself pardons those who sincerely repent, and turns in His benevolence to those who reform and improve, mere mortals have no right to taunt and ridicule former delinquents. One who taunts and ridicules them may yet prove to be a transgressor himself.</p>"
511,"<p lang=""en"">Repentance does not mean simply uttering certain words like, ‘I repent’ or ‘tawbah’. It should not be mere lip service. It means the intense realization of one’s wrongdoing. If a sinner sincerely repents the error of his ways, he experiences an agonizing condition at par with self-punishment. God will surely pardon one who thus repents due to His intense fear. However, He does not accept the repentance of those who daringly and insensitively and knowingly continue to disobey and transgress, paying no heed to any warning and saying ‘I repent’ only when death is staring them in the face. Nor does the repentance of those who admit their sins only after witnessing the horrors of the Hereafter have any meaning for the Almighty. The essence of contrition is that the wrongdoer should turn to his Lord, so that the Lord also turns to him. Repentance (tawbah) is for one who commits a wrongful act under the influence of a momentary emotion or passion, but who is soon made by his conscience to realize his fault; who renounces evil ways and returns to righteousness, reforming his life according to the divine law. This shows genuine penitence. One who thus repents is like the man who, after straying away, returns to his home.</p>"
513,"<p lang=""en"">Undoubtedly, the successors of a deceased person have the right to inherit his property. But his widow is not to be treated as a part of the inheritance and exploited as the successors decide. Property is inanimate and therefore without feeling, and, as such is a proper object of inheritance, but human beings have sensate, independent existences, and therefore possess the right to decide their future according to their own choice. If there is any physical or temperamental shortcoming in a woman, it should be tolerated so that she may have the opportunity to use her other natural talents to play her part in the building up of the household. One should overlook the unpleasant aspects of her personality and try to adjust amicably. The secret of the progress and solidarity of any family or society is that its members should ignore the shortcomings and deficiencies of each other and give everyone the chance to exercise his or her abilities. Those who adopt the way of patience and tolerance in this world for the sake of God, are the people who will be granted admission to Paradise in the Hereafter. When one does not like one’s life companion and, rather than be tolerant, decides to separate, it often happens that one exaggerates the shortcomings of the other to justify one’s decision. Allegations are fabricated so that the weaker person should become nervous and leave. Similarly, while severing the marriage bond, trumped up reasons are presented to the other party. But these activities are against the covenant. A covenant is considered sacred by God and whether written or unwritten, it is essentially binding. It applies equally to both parties, leaving them no choice of their own.</p>"
515,"<p lang=""en"">The maxim ‘the past is past’ relates not just to marriage, but stands out as a general principle of wisdom. Whenever any change takes place in life, whether at the family or the national level, many affairs of the past, looked at by modern standards, appear to be wrong on all such occasions. Orders based on things which have now become irrelevant give rise to innumerable problems. The right approach is, therefore, to forget the past and direct one’s efforts to reforming the present and future. The advice in verse 19, ‘if you dislike them, it may be that you dislike something which God might make a source of abundant good’ may appear here with regard to the relationship between husband and wife, but it is a form of general guidance as well. It is commonly found that the Quran, while giving guidance on a specific matter, also sets forth profound advice of a general nature which may concern a human being’s entire life. Living collectively is an essential condition for human life in this world. No one can survive alone. However, due to the variations of temperament among individuals, some irritants inevitably crop up. In such a situation the only practicable approach is to ignore complaints, avoid friction and endeavour to maintain peaceable relationships. It often happens that one detects some shortcoming in his companion and becomes annoyed with it. Instead, if he ponders over the matter, it will be evident that there are few situations which do not have their unfavourable aspects. Adversities sometimes become a test of patience; sometimes act as a stimulus to turn to God in repentance and sometimes their very vexing nature teaches an important lesson.</p>"
670,"<p lang=""en"">A believer’s life is a regulated life. Although he is free in the world to do whatever he likes, in spite of this, he admits the supremacy and Lordship of God and makes himself subject to regulation. Of his own he ties himself in the bondage of a vow. In the matter of God or His subjects he has taken it upon himself not to act independently but according to God’s commandments. He should have as food only those things that God has permitted and give up eating those things which God has forbidden. If on some occasions even permitted things are forbidden, as is evident from orders applicable while in the state of ihram or during sacred months, he should willingly accept this. If something becomes the symbol of some religious reality, then it should be respected, because respecting such a thing is equivalent to respecting religion itself. And all this should be done out of fear of God and for no other reason.</p>"
671,"<p lang=""en"">In normal circumstances, man carries out God’s commands. But under extraordinary circumstances, he becomes a different man. For example, the occasion arises when somebody’s opposition irritates him. Then one who seemed to fear God in normal circumstances, suddenly changed into one who is fearless of God. Then man forgets the limits of justice and wants to degrade and defeat his opponent in whatever way possible. But this type of revengeful, inimical action is not legitimate in the eyes of God, even if it were in retaliation for being prevented from performing the pilgrimage to the Sacred Mosque in Makkah. If others co-opearate with one who indulges in such oppressive activity this will amount to helping in the commission of a sin. Those who fear God will support others only in righteous deeds. It is the most difficult task in the present world to support those who are on the right path and ignore those who are not on the right path as they have all the wordly glories by their side. But it is by virtue of man’s success in this very task that his fate will be decided.</p>"
672,"<p lang=""en"">Some animals, due to their being harmful from the point of view of health and morality, are not fit to be consumed by human beings as food. That is the sole reason for Almighty God having forbidden pork. Similarly, there are many things in the body of an animal besides its flesh that are not fit to be eaten. Blood is one of these. Accordingly, in Islam a certain method of slaughtering an animal (dhabh) is prescribed in order to ensure that after slaughtering all of the animal’s blood oozes out. In other methods of killing an animal, except dhabh, the blood of the animal remains absorbed in its flesh and does not get fully separated. For the same reason, in the Islamic law, the consumption of all types of dead animals is also forbidden, because the blood of a dead animal immediately gets absorbed in its flesh. Similarly, meat that is somehow polluted by polytheistic belief is forbidden; for example, the meat of an animal slaughtered by invoking any name other than that of God or the meat of animals in order to attain nearness to (or to appease) anybody other than God. However, God by His special grace has made the allowance that any starving person who has to choose between death and taking forbidden food may opt for the latter. ‘Today I have perfected your religion for you’ i.e. the commandments that were to be given to you have all been given. Whatever was destined to be sent to you has all been sent. Here there is no mention about the perfection of religion in the absolute sense; it is only a declaration of the completion of the process of revelation of the Quran which was started earlier. This mentions the completion of revelation and not that of the religion. Therefore, the wording is not ‘Today I have perfected the religion,’ but rather ‘Today I have completed your religion for you.’ The fact is that the religion of God was given to man in every period in perfect form. God has never sent imperfect religion to man. God has put the people following the Quran on such a firm footing that by virtue of their latent potential they have gone beyond the reach of any external danger. Now if that community comes to any harm, it will be due to its internal weaknesses and not due to any external attacks. And the greatest guarantee of being free from internal weaknesses is that its members should have fear of God at heart.</p>"
673,"<p lang=""en"">All those things which are considered clean and perfectly formed in the eyes of nature, and all those animals whose nature is compatible with human nature, are all legitimate and permissible for human consumption. This is subject to the condition that for any external reason they have not developed any defect from the viewpoint of health or in the light of the Islamic law. However, the human mind is not capable of properly applying this principle. Therefore, the principle has been set forth along with its correct application. Hunting by a trained hunting animal is permissible because he catches the hunted animals on behalf of his master. In other words, he has learnt man’s nature. Such an animal, so to say, has become a substitute for man.</p>"
674,"<p lang=""en"">However elaborate the Law relating to forbidden and permissible things is made, it is finally man’s intention which debars him from certain things and leads him towards certain others. It is not the provisions of Law that act as a watchdog but man himself. If a man himself is not so inclined, then in spite of accepting the Law, he will try to find ways to escape its provisions. It is only the fear of God which compels a man to give proper regard to the Law in its true spirit. That is why it has been said while explaining the Law relating to prohibitions and permissions: ‘Fear God, for God is swift in taking account.’ It is not ever permissible for a Muslim woman to marry a non-Muslim man. But Muslim males have been permitted, subject to certain special conditions to marry women belonging to communities, who are in possession of the Holy scriptures. The wisdom underlying this provision is that a woman is by nature easily influenced. It may be expected of her that once she enters marital life, she may be influenced by her Muslim husband and Muslim society, and thus her marriage may become a starting point for her entry into Islam. (See also note on 2:221). ‘The deeds of anyone who rejects the faith will come to nothing’ i.e. without Faith, good deeds have no reality or value. A good deed is that which is performed for the sake of God. A deed which is not for the sake of God is actually for one’s own self. Why would God give any value to a deed done for one’s own self?</p>"
