id,text,foot_notes
11,"Ишттанаш а бу уьш, тешаш, хьоьга доссийначух (Къуръанах) а, хьоьга доссийначул хьалха диссийначех<sup>1</sup>а, эхартах а уьш ч1ог1а тешаш бу.","<p>  Хьоьга доссийначу (Къуръанал) хьалха диссийна Делан жайнаш: Таврат, Забур, Инжил…</p>"
12,Уьш бу шайн Кхиош-кхобучуьнгара нийсачу новкъахь‚ уьш бу баккхийбийраш.,
13,"Баккъалла а, ца тешаш берш – царна бен дац ахь шайна кхерам тесча а‚ ца тесча а‚ уьш тешар бац.",
14,"Церан дегнаш а‚ лергаш а, мухIар а тоьхна, дIакъевлина‚ церан бIаьргашна дуьхьал кирхьа ду‚ царна хир ду деза доккха Iазап.",
15,"Нахах бу цхьаберш‚ шаьш олуш: ""Тешна тхо Делах а‚ тIаьххьарчу дийнах а""- уьш ма бац тешаш.",
16,Iехо гIерта уьш Дела а‚ ийман диллинарш а‚ амма цара ца Iехабо шаьш бен‚ – /и/ ца хаало-кх царна.,
17,Церан дегнашкахь цамгар ю‚ Дала алсамъяьккхи и кхин т1е а цамгарца‚ царна ма ду лазош долу Iазап‚ шаьш хиларна харцлуьйш.,
18,"Цаьрга аьлча: "" Ма леладе лаьтта т1ехь боьханиг"", цара олу: ""Тхо-м диканиг лелош дерш ма ду!""",
19,Уьш бац‚ ткъа‚ боьханиг лелош берш? Делахь а‚ хаа ца ло-кх царна.,
20,"Цаьрга аьлча: ""Тешийша‚ нах ма тешшар"", цара олу: ""Тхо тешар ду ткъа‚ Iовдалш санна?"" Баккъалла а, уьш бац ткъа‚ Iовдалш? Амма, ца хаьа-кх царна.",
21,"Ийман диллинчарна дуьхьалкхетча‚ цара олу: ""Тхо ийман диллина ду."" Шайн шайтIанашца цьанабисча‚ цара олу: ""Баккъалла а, тхо шуьца ма ду‚ тхо-м уьш (ийман диллинарш) хьийзош дарий"".",
22,".Дала сийсаза бийр бу уьш, ч1аг1бийр бу шайн тиларчохь д1а-схьа хьийзаш.",
23,Уьш бу нийсачу некъах тилар эцнарш‚ ма сắ ца хили-кх церан йохка-эцарх‚ уьш ца хили-кх нийсачу новкъахь.,
24,Уьш тера бу‚ цIе а латийна‚ тIаккха цо шена гонаха дерг серладаьккхича‚ Дала шайн нур дIа а даьхьна‚ боданехь бисинчарех‚ шайна х1умма ца гуш<sup>1</sup>.,"<p> Ибн-Касира яздо шен مختصر Мухтасаржайни чохь: «Дала мунепикъаш, цара Делан нийса некъ  д1а а тесна, тиларчу бахар тардеш ду 1аьржачу аренгахь ц1е латийначух: ц1еран серлонах пайда оьцу цо вохваларца а, д1авахарца а. Т1аккха и ц1е д1а а яйна, боданехь вуьсу и, х1умма ца гуш. Цунах терра, цара ийман диллинчул т1аьхьа керстаналла харжарна, Дала нур д1адаьхьна церан дегнашкара».</p>"
25,"Къора а‚ мотт а ца хууш а‚ бIаьрзе<sup>1</sup>а хилла, уьш юха ца боьрзу-кх/нийсачу новкъа/.","<p>  Б1аьрзе – б1аьрсадоцург. Кхузахь Дала буьйцурш мунепикъаш бу: къорачарах тера бу уьш, диканиг царна ца хеза дела, мотт цахуучарах тера бу уьш, пайдениг цара ца дуьйцу дела, б1аьрсадоцучарах тера бу уьш, нийса некъ царна ца го дела.</p>"
26,Я стигларчу догIанан марханах тера‚ шена чохь бода болуш‚ къовкъар долуш‚ ткъес тохар долуш – цара лергаш чу пIелгаш дуьхку‚ ткъес кхетна баларх ларлуш. И Дела ма ву гоне лоцур болуш и ца тешаш берш.,
27,Ткъес герга ду церан бIаьрса дIаэца‚ шайна цо серло ма еллинехь‚ дIабоьлху уьш цуьнца‚ шайна Iарж ма еллинехь‚ совцу<sup>1</sup>. Далла лиънехьара‚ хазар а‚ бIаьрса а дIахьур дара церан: Дела массо а хIуманна т1ехь ницкъ кхочуш ма ву.,"<p> Кзузахь Дала гучудоккху мунепикъан хьал: шена бусалба хиларехь дуьненан пайда белахь, динан г1уллакхаш кхочушдан хьожу и, 1аьржачу аренгахь ц1арца пайда оьцучух терра. Амма и дин бахьанехь шена цхьа жимма а дуьненахь зен хилахь, динан г1уллакхаш кхочушдарах соцу иза, ц1е д1аяйча, аренгахь верг сацарх терра. Муьлххачу хьолехь а, мунепикъаш, шаьш ийман хийцаран бахьанехь, Дала шайн нур д1адаьхьнарш бу.</p>"
28,"ХIай нах! Шаьш а, шайл хьалхарнаш а кхоьллинчу шаьш Кхиош-кхобучунна<sup>1</sup>Iибадат де‚ шу хила тарло-кх /Делах/ кхоьруш.","<p> Кхиош-кхобуш верг‚ я Кхиош-кхобург – кхузахь а‚ кхин дIа : Дела. Иштта гочдина Iаьрбийн дош رب ""Раббун"". Кхин оцунах лаьцнарг лакхахь далийна. </p>"
29,И ву шуна латтанах мотт бина‚ стигланах тхов бина‚ стиглара хи а даийтина‚ цуьнца стоьмаш а кхиина шуна рицкъана. Т1аккха ма нисве Делаца цхьа а‚ шайна хуъушехь.,
30,"Нагахь шу шеконехь делахь, Оха<sup>1</sup>Тхан лега /Мухьаммад пайхамаре/ доссош хиллачух, т1аккха схьадаладе цунах тера цхьа сурат‚ схьакхайкха шайн тешаш (г1оьнчий)‚ Дела воцург‚ шаьш бакълуьйш делахь.","<p> Оха – кхузахь Дала дукхаллин терахь далийна цхьаллин терахьан Ас, Сометтана. Къуръанан кхечу меттигашкахь дуккха а нислур ду انا Инна– баккъалла а, Оха; نحن Нахьну– Тхо Баккъалла а, Ас;  Собохучун маь1нехь. Исламан 1акъидатехь, цхьа а шеко йоццуш, ч1аг1делла ду Дела цхьаъ хилар, Ша х1уманаш кхолларехь, царна урхалла дарехь Иза цхьаьнца а дагаволуш цахилар, цхьангара а накъосталла Шена оьшуш цахилар. Ткъа кхузахь Цо дукхаллин терахь далор, Шен цхьаннан г1уллакх дуьйцуш – иза 1аьрбийн меттан башхалла ю. 1аьрбийн маттахь дукхаллин терахьан хьалхара юьхь (тхо, вай, ваьш) лелаш ю цхьаллин терахьан хьалхарчу юьхьан (со) меттана даздаран даржехь, хазчу г1иллакхехь, аьлча а, и юьхь йолчуьнан возалла гойтуш. (Хьажа Гойбасханов 1абдулхьеламан الكامل في التصريفАль-камилу филь-тасрифиц1е йолчу грамматикан жайни т1е, аг1о 21, 1995- 1416 шо). Цуьнга терра, вайнаха а, цхьангахаьттича, масала, х1ара ц1а хьенан ду, аьлла, цо г1иллакх лоций, санду ца олуш вайнду олу. Иштта кхечу меттанашкахь цхьангавистхуьлуш, цуьнан сий деш, Шуолу, Хьоца олуш.</p><p></p>"
31,Нагахь шуьга и ца далахь – ткъа и шуьга цкъа а далур дац - кхерийша цIарах‚ шен ягориг адамаш а‚ тIулгаш<sup>1</sup>а долчу. Иза кечйина цатешачарна.,"<p> Т1улгаш – кхузахь: Делах цатешачара шайна (т1улгашна) 1ибадат деш, шаьш язъеш хилла йолу х1уманаш, жа1арш (ц1уш). Оьрсашха: идолаш.</p>"
32,"Ахь /хIай Мухьаммад/ кхаъ баккха ийман диллинчарга а,дика Iамалш йиначаьрга а шайна /ялсаманин/ бошмаш хирг хиларца‚ бухахула оьхуш хиш а долуш. Х1оразза шайна цу чуьра стоьмех рицкъ мел дели‚ цара эр ду: ""ХIарра дара хьалха а вайна луш хилларг"" – царна хьалха а деллера цунах тераниг /делахь а х1ара кхин дара чамаца а, хьожаца а, куц тера хиллехь а/. Царна цу чохь цIена зударий а хир бу‚ уьш цу чохь гуттар а лаьттар бу.",
33,"Баккъалла а, Дела ийза ца ло масал даладан: чуьрккал хIуманах а‚ цул лакхарчех а (тоьлуш долчех я цул оьшуш долчех а). Ийман диллинчарна хаьа и шайн Делера бакъдерг дуйла‚ ткъа цатешачара олу: ""ХIун лиъна-те Далла цу масалца?"" Цо тилабо цуьнца дуккха а берш‚ Цо нисбо цуьнца дуккха а берш. Цуьнца тила-м ца бо Цо песакх<sup>1</sup>берш бен.","<p> Песакъ – 1аьрбашха: فاسق фасикъ-  цхьана х1уманах д1авирзинарг.Далла муьт1ахь хиларх д1авирзинарг, Дала бохург ца деш верг. Песакъ хуьлу 1еса верг а, керста верг а. Керста, иштта мунепикъ уггар луьра песакъ ву.</p>"
34,Уьш ма бу йохош Делаца хилла ваIда<sup>1</sup>барт хиллачул тIаьхьа‚ цара хедадо Дала хотта<sup>2</sup>аьлла омра динарг‚ леладо лаьтта тIехь боьханиг‚ – уьш ма бу эшнарш<sup>3</sup>.,"<p> ДIадаханчу жайнашкахь Делах а‚ пайхамарех а теша‚ аьлла‚ бина хилла барт.</p> | <p> Пайхамарца йолу уьйраш‚ гергарчаьрца йолу юкъаметтигаш, бусалбанашца лело деза доттаг1алла.</p> | <p> Эшнарш- шайна зен динарш.</p>"
35,Шу муха ца теша Делах? Шу делла ма дара. ТIаккха Цо шу ден ма дира<sup>1</sup>. Юха Цо долуьйтур ду шу‚ юха а дендийр ду<sup>2</sup>‚ тIаккха Цунна тIе дIадерзор ду шу.,<p> Ненан кийрара ара а даьхна.</p> | <p> Къематдийнахь.</p>
36,Иза ву лаьтта тIехь мел дерг шуна кхоьллинарг‚ тIаккха тIевирзира И стигланна<sup>1</sup>– Цо дIанисйира и ворхI стигалца‚ – И массо а хIуманах дерг Шена хууш верг ма ву.,<p> Делан ойла т1ейирзира стигална.</p>
37,"Хьан Кхиош-кхобучо аьллера маликашка<sup>1</sup>: ""Со воллу лаьтта тIехь т1аьхье хилийта<sup>2</sup>"". Цара элира: ""Ахь кхуллу ткъа цу тIехь боьханиг ден дерг а‚ цIий Iено дерг а? Оха бийр бара Хьуна хастам а‚ оха вазвийр а ма вара Хьо"". Цо элира: ""Со хууш ма ву шуна цахуург а"".","<p>И хьахаде нахана‚ хIай Мухьаммад.</p> | <p>Къуръан чохь яздина: халифат – 1аьрбашха: خليفة - Делан омраца лаьтта тIехь Цуьнан хьукамаш кхочушдийриг – Адам а, цуьнан зуьррет а, цхьана т1аьхьено важа хийцаеш.</p>"
38,"Цо Iамийра Āдамна массо а хIуманийн цIерш<sup>1</sup>‚ тIаккха уьш<sup>2</sup>маликашна а гайтина‚ элира: ""Йийца Суна церан цIерш‚ шаьш делахь бакълуьйш"".","<p>Цу аято гойту вайна Дала Адам а, цуьнан зуьррет а къастийна хилар 1илманца.</p> | <p>Ша Адамна цIерш Iамийна хIуманаш.</p>"
39,"Цара элира: ""Массо а вочух цIена ву Хьо. Тхоьгахь ма дац Ахь тхайна 1амийна долу 1илма бен. Хьо ву-кх хууш верг а‚ хьекъале верг а"".",
40,"/Дала/ элира: ""ХIай Āдам‚ ахь йийцал цаьрга церан цIерш"". ТIаккха цо цаьрга церан цIерш йийцича‚ элира /Дала/: ""Ас шуьга ца аьллера ткъа: Со хууш ву стигланийн а‚ лаьттан а къайле‚ Со хууш ву аш гучудоккхуш дерг а‚ аш хьулдеш хилларг а?""",
41,"Оха аьллера маликашка: ""Сужуд<sup>1</sup>де Āдамна"". ТIаккха цара сужуд дира‚ Иблис доцчо. Иза дуьхьал а делира‚ цо куралла а йира‚ – и хилира цатешачарах.","<p>Сужуд – лераме, маршаллин сужуд. 1ибадатан сужуд дац и – иза цхьана Далла бен дан ца мега.</p>"
42,"/Д1аала хьайн къоме, х1ай Мухьаммад/: Оха элира: ""ХIай‚ Āдам‚ вāха хьо а‚ хьан зуда а /ялсаманин/ бешахь‚ даа цу чохь долчух ма-дезза шайна луъург. Амма шу герга ма гIолаш хIокху диттана<sup>1</sup>– /додахь/, шуь-шиъ хир ду зулам диначарах"".","<p>Дитт – Ибн 1аббаса аьлла и кемс хилла. Библия чохь 1аж хилла аьлла ду, цхьа кхечахь – к1а. Хуург Ша Дела ву.  </p>"
43,"Галабаьхира шайт1ано и шиъ цуьнца (диттаца – марздира царна и стом кхалла). ТIаккха Цо и шиъ арадаьккхира шаьш хиллачуьра (ялсаманера). Оха элира /Āдаме а, Хьавага а, Иблисе а/: ""Охьадисса /лаьтта т1е/‚ вовшийн мостагIий<sup>1</sup>а долчу хьолехь. Шуна лаьттахь хир ю дахаран меттиг а‚ цхьа хан тIекхаччалц бахам а"".","<p>Мостаг1ий – шайт1а адамашна мостаг1 ду, шу а цунна мостаг1ий хила.</p>"
44,Āдама Iамийра ша Кхиош-кхобучуьнан дешнаш<sup>1</sup>‚ Цо (Дала) цуьнан тōба къобалдира. Баккъалла а‚ Иза ву /т1етт1а/ тōба къобалдийриг а‚ къинхетаме верг а.,"<p>Тоба дан Iамийра Дала Адамна. “Аль-А1раф” суратан 23-чу аятехь далийна Дала Адамна 1амийна дешнаш : “Тхан Кхиош-кхобург,тхешан дог1машна зулам ма дина оха, Ахь тхуна геч ца дахь,Ахь тхоьх къинхетам ца бахь,тхо хир ма ду дакъазадевлачарах”.</p>"
45,"Оха (Дала) элира: ""Чудисса цигара (ялсаманера) массо а. Нагахь шуьга Сан нийсонан некъ кхачахь (и кхача а кхочур бу), цунна т1аьхьабаьзначарна кхерам а хир бац (шайна дуьхьалкхетар долчу эхартан г1уллакхех), уьш сингаттаме а хир бац (дуьненахь шайх д1атилна дисина г1уллакхаш бахьанехь, Дала шайна мела цабаларна кхоьруш).",
46,"Цатешнарш а‚ Тхан аяташ харцдина берш а – уьш ма бу /жоьжахатин/ цIеран дай‚ уьш цу чохь гуттаренна а буьсур ма бу"".",
47,"ХIай‚ Исраилан<sup>1</sup>кIентий‚ Аш дагадаийта Сан ниIмат‚ Ас шайна делла хилла долу‚ аш кхочушъе Соьца /шаьш Суна а бен 1ибадат дийр дац, аьлла/ хилла ваIда‚ Ас кхочушйийр ю шуьца /Айса шуна хаза мела лур бу, аьлла/ хилла ваIда‚ Сох цхьаннах кхералаш.",<p>ЯIкъубан кIентий – жуьгтий. Исраил – ЯIкъуб пайхамаран цхьа кхин цIе‚ цуьнан тIаьхьенах лору жуьгтий.</p>
48,Шу тешалаш Ас охьадоссийначух (Къуръанах)‚ шуьгахь долчуьнца (Тавратаца) нийса догIуш а долчу‚ – шу ма хила цунах хьалхара цатешарш. Сан аятех кIеззиг болу мах ма эца‚ Сох кхералаш.,
49,Ма иэде аш бакъдерг харц долчуьнца‚ бакъдерг хьул ма де‚ шайна хуьушехь (Таврата чохь долу Мухьаммадан сибат).,
50,Ламаз хIоттаде<sup>1</sup>‚ ло закат‚ сужудане гIо сужуд дечаьрца.,<p>Шен хеннахь‚ шен бакъонашца ламаз де.</p>
51,Аш хьоьху нахана диканиг<sup>1</sup>? Ткъа дицдеш ма ду шайн дог1маш! Шу ма ду жайна (Таврат) доьшуш – шу хьекъале ца хуьлу?,<p>Аш омра до нахана диканиг? – Аш хьоьху нахана диканиг де олий?</p>
52,"Аш гIо лаха собарца а‚ ламазца а. Баккъалла а, иза деза (хала) ма ду/Делах/ч1ог1а кхоьруш берш боцучарна. (Иза кхочушдалур долуш дац /Далла/ муьтIахь болчаьрга бен).",
53,Уьш бу шаьш шайн Кхиош-кхобуш волчунна дуьхьалкхетарг хиларх а‚ шаьш Цунна тIе дIадоьрзург хиларх а тешаш.,
54,"ХIай Исраилан кIентий! Аш /Суна шукур дарца/ дагадаийта Сан ниIмат, Ас шуна делла хилла долу, – Ас шу даздина хилар Iаламал (шух элчанаш бахкийтарца, жайнаш диссорца).",
55,"Шу кхера дийнах‚ сино синна пайда бийр боцчу, цуьнгара гIо къобалдийр доцчу, цуьнгара мах оьцур боцчу, шайна /Делан Iазапах/ гIо хир доцчу.",
56,Дагадайта /хIай Исраилан кIентий/! Оха кIелхьардехира шу ФирIавнан нахах: вон Iазап шуна тIехь хIоттадора цара‚ бойура шун кIентий‚ дийна буьтура шун зударий – цу чохь шун сийлахь-веза волчу Кхиош-кхобучо зер ма ду<sup>1</sup>.,"<p>Шу зуьйш ма ду Дала, аш Цунна шукур дой, ц1ена 1ибадат дой хьожуш.</p>"
57,Оха шуна хIорд бийкъира – шу к1елхьарадехира‚ ФирIавнан нах буха бахийтира‚ шу хьоьжуш доллушехь.,
58,"Оха Мусаца  шовзткъа де-буьйса<sup>1</sup>хан билгалъяьккхира (цуьнга Таврат дала)‚ тIаккха цул т1аьхьа шу эсанна 1ибадат дан дуьйладелира, иштта шух  зуламхой хилира.","<p>ФирIавн а, цуьнан бIо а хIаллакбина 40 буьйса яьлча, Мусага Таврат делира.</p>"
59,"ТIаккха цул тIаьхьа а Оха гечдира шуна‚ шу баркалле хир дацара техьа, аьлла.",
60,"Дагадаийта! Оха делира Мусага жайна, бакъдерг харцдолчух а, хьанал дерг хьарам долчух а къастош долу‚ шу нислур дацара техьа, аьлла.",
61,"Мусас аьллера шен къоме: ""ХIай сан къам‚ аш шайна зулам дина‚ шаьш эсанна 1ибадат дарца. Тōбанаш де шаьш Кхоьллинчуьнга‚ тIаккха шаьш-шайн дайа. И дика ду шуна шу Кхоьллинчунна (Далла) гергахь<sup>1</sup>. ТIаккха Цо шун тōбанаш къобалдира. Баккъалла а, И ма ву /т1етт1а/ тōбанаш къобалдийриг а‚ къинхетаме верг а.","<p>Т1аккха цара Делан омра кхочушдира вовшийн байарца (70 эзар стаг вира цара вовшийн). Таккха царна Дала массарна а гечдира (беллачарна а, байинчарна а).</p>"
62,"Аш ма элира: ""ХIай Муса‚ тхо тешар ма дац хьох‚ и Дела тхайна къаьстташ ца гахь"". ТIаккха шу лецира ткъесо (стелахаьштиго шу дайира) ‚ шу хьоьжуш лаьтташехь.",
63,ТIаккха Оха дендира шу /цхьана дийнахь-буса/ делла лаьттинчул тIаьхьа – шу баркалле хир дацара техьа аьлла.,
64,Оха шуна тIехула марха хIоттийра /шу маьлхан йовхонах лардеш/‚ даийтира шуна манна а‚ салва а<sup>1</sup>. Даа Оха шайна деллачу рицкъанах цIенадерг (хьаналдерг). Тхуна зулам-м ца дира цара‚ амма уьш хилира шайна зулам деш-м.,<p>Мусан дехарца Дала стиглара доссийна мерзачу даарийн шун.</p>
65,"Дагадаийта! Оха элира: ""ЧугIо цу шахьара<sup>1</sup>‚ даа цу чуьра шайна луьург шортта. Кевнехула чоьхьадовла, сужуд а деш. Аш āла: ""Гечде тхуна!""<sup>2</sup>– Оха гечдийр ду шун гIалаташна‚ тIаккха алсамбохур бу диканиг деш берш.",<p>Иерусалим я Ариша – Палестинехь йолу шахьарш.</p> | <p>Тхан сакхташ тергал ма де.</p>
66,Зуламхоша хийцира шайга аьлла долу дош аьлла доцчуьнца<sup>1</sup>‚ тIаккха зуламхошна Оха стиглара рижс<sup>2</sup>доссийра‚ уьш песакъ<sup>3</sup>хиларна.,"<p>Сужуд деш, Дела вазвеш ца бевлира уьш шахьар чу, голаш т1ехь тиэкхаш бевлира, Дела сийсаз а веш. Шайга ала аьлла дош “Хьитт1ат” (Семитийн маттахь “ Гечде тхуна “) хийцира цара, ца бешаш, “Хьабба фи ша1ира “ (“Кенан чохь мекхан буьртиг ”), олуш. Дала ун доссийра царна. Цхьана сахьтехь царах 70 эзар стаг велира.( Тафсир аль-Джалалайн).</p> | <p>Iазап</p> | <p>Песакъ – 1аьрбашха: فاسق фасикъ. Хьалха деъна цуьнан маь1на.</p>"
