id,text,foot_notes
32,"Иймон келтирган ва солиҳ амаллар қилганларга улар учун остидан анҳорлар оқиб турган жаннатлар борлигининг башоратини бер. Қачонки уларнинг мевасидан баҳраманд бўлсалар, бундан аввал ҳам ризқланган эдик, дерлар. Уларга ўхшаш нарсалар берилгандир. Уларга у ерда покиза жуфтлар бор ва улар у ерда абадий қолурлар.<sup>1</sup>","(Ушбу ояти каримада Аллоҳ субҳонаҳу ва таоло Пайғамбари Муҳаммад алайҳиссаломга хитоб қилиб, иймон келтирган ва солиҳ амал қилганларга башорат-суюнчи хабарини беришни буюрмоқда. Демак, дарахтлари остидан анҳорлар оқиб турувчи жаннатга кириш учун иймон келтириш, яъни Аллоҳга, Пайғамбарга, Қуръонга ва иймон лозим бўлган бошқа нарсаларга иймон келтириш ҳамда амали солиҳларни, яъни Қуръон ва суннатда яхши деб таърифланган ишларни қилиш зарурдир.)"
33,"Албатта, Аллоҳ чивин ёки ундан устунроқ нарсани мисол келтиришдан уялмас. Иймон келтирганлар, албатта, у Роббиларидан келган ҳақлигини билурлар. Аммо куфр келтирганлар: «Аллоҳ бу мисолдан нимани ирода қилди?» – дерлар. У ўша билан кўпчиликни залолатга кеткизар ва кўпчиликни ҳидоятга солар. У ўша билан фақат фосиқларнигина залолатга кеткизар.",
34,"Улар Аллоҳнинг аҳдини боғланганидан сўнг бузадиган, Аллоҳ боғланишга буюрган нарсаларни кесадиган, ер юзида фасод қиладиган зотлардир. Ана ўшалар ютқазувчилардир.<sup>1</sup>","(Яъни, ҳар бир банданинг Яратган билан боғлаган аҳди бор. Кофир ва мунофиқлар ўша аҳдни бузиш билан бошқалардан ажраб туради. Аллоҳ кўп нарсаларни, жумладан, қариндошлик алоқаларини боғлашга, инсоний алоқаларни боғлашга, иймон ва диндошлик алоқаларини боғлашга... ва ҳоказо ишларга буюрган. Фосиқ-кофир ва мунофиқлар ушбу алоқаларни ҳам кесадилар. Фасоднинг тури жуда кўп. Жумладан, юқоридаги икки сифат ҳам Ер юзини фасодга тўлдирадиган сифатлардан ҳисобланади. Аммо энг катта фасод-борлиқни яратувчи зот бўлмиш Аллоҳ таоло кўрсатган йўлини тарк этиб, бошқача яшашга ҳаракат қилишидир. Ҳамма фасод шундан келиб чиқади.)"
35,"Аллоҳга қандай куфр келтирасизлар? Ва ҳолбуки, жонсиз эдингиз, У сизга жон берди, сўнгра жонингизни оладир ва яна тирилтирадир ва сизлар Унга қайтажаксизлар.",
36,У сизлар учун ер юзидаги барча нарсани яратган Зот. Сўнгра осмонга юзланди ва уларни еттита қилиб тўғрилади. Ва У ҳар бир нарсани билувчи Зотдир.<sup>1</sup>,"(Аллоҳ дунёдаги жамики нарсаларни инсонга ҳадя этган экан, инсон ҳам, ўз навбатида, ўша неъматларни берган Зотга шукр қилиб яшамоғи лозим. Ҳол шундай экан, қандай қилиб улар Аллоҳни инкор этадилар ва унга куфр келтирадилар?!)"
37,"Эсла, вақтики Роббинг фаришталарга: «Мен ер юзида халифа қилмоқчиман», – деди. Улар: «Унда фасод қиладиган, қон тўкадиган кимсани қилмоқчимисан? Ва ҳолбуки, биз Сенга тасбиҳ, ҳамд айтиб ва Сени улуғлаб турибмиз», – дедилар. У: «Мен сиз билмаганни биламан», – деди.<sup>1</sup>","(Ушбу оятдан маълум бўляптики, Аллоҳ таоло Одамни Ўзининг Ер юзидаги ўринбосари-халифаси бўлишини ирода этган экан. Демак, инсонга улкан ишонч билдирилган, улуғ Аллоҳнинг халифаси бўлишдек олий мақомга лойиқ кўрилган. Бундай марҳаматнинг ўзига яраша буюк масъулияти ҳам бор. Инсон шуни англаган ҳолда, уни халифа қилиб қўйган Зотнинг топшириқларини бажармоғи, яратган Зот муносиб кўрган олий мақомга доғ туширмасликка ҳаракат қилмоғи керак.)"
38,"Ва У Одамга исмларнинг барчасини ўргатди, сўнгра уларни фаришталарга рўбарў қилди. Кейин: «Агар ростгўйлардан бўлсангиз, анавиларнинг исмларини менга айтиб беринг», – деди.",
39,"Улар: «Ўзинг поксан! Бизда Сен билдиргандан бошқа илм йўқ. Албатта, Сенинг Ўзинг билувчисан ва ҳикматли Зотсан», – дедилар.",
40,"«Эй Одам, буларга у нарсаларнинг исмларини айтиб бер», – деди. Уларга ўша нарсаларнинг исмларини айтиб берган чоғида, «Мен сизларга осмонлару ернинг ғайбини биламан ва сизлар беркитмагану беркитган нарсаларни ҳам биламан демабмидим», – деди.<sup>1</sup>","(Шу билан Одамнинг фаришталардан устунлик тарафи намоён бўлди. У ҳам бўлса, илм-маърифат. Инсон Ер юзида фасод қилиши, қон тўкиши ҳам мумкин, неъмати илоҳий бўлмиш илмни ўз ўрнида ишлатиб, фаришталардан устун бўлиши ҳам мумкин.)"
41,"Эсла, фаришталарга: «Одамга сажда қилинглар!» деганимизни. Бас, сажда қилдилар, магар иблис бош тортди, мутакаббирлик қилди ва кофирлардан бўлди.<sup>1</sup>","(Фаришталарга саждани буюриб, Аллоҳ Одамга улкан мартаба ато этди. Аммо бу сажда ибодат учун эмас, балки Одамни — Аллоҳнинг улуғ ижодини табриклаш маъносида эди. Фаришталар дарҳол сажда қилдилар, чунки улар фитратида Аллоҳнинг амрига исён қилиш хусусияти йўқ. Фақат Иблис сажда қилмади.)"
42,"Ва: «Эй Одам, сен ўз жуфтинг ила жаннатда маскан топ. Унда нимани хоҳласаларингиз, енглар, ош бўлсин ва мана бу дарахтга яқин келманглар, бас, у ҳолда золимлардан бўласизлар», – дедик.",
43,"Шайтон уларни ундан оздирди ва бўлган нарсаларидан чиқарди. Ва Биз: «Баъзингиз баъзингизга душман бўлиб тушинглар, сизларга ер юзида қароргоҳ ва бир муддат ҳузур қилиш бордир», – дедик.",
44,"Бас, Одам ўз Роббисидан сўзларни қабул қилиб олди, кейин У Зот унинг тавбасини қабул қилди. Албатта, У тавбани қабул қилувчи ва раҳимли Зотдир.",
45,"Биз: «Ундан ҳаммангиз тушинг. Бас, Мендан сизга ҳидоят келажак. Ким Менинг ҳидоятимга эргашса, уларга хавф йўқ ва улар хафа ҳам бўлмаслар», – дедик.",
46,"Ва куфр келтирган ҳамда оятларимизни ёлғонга чиқарганлар эса, улар дўзах эгаларидир, улар унда абадий қолурлар.<sup>1</sup>","(Аллоҳнинг ҳидоятига эргашмаганларни Аллоҳ таоло лўнда қилиб, куфр келтирганлар деб қўя қолган. Эришадиган оқибатлари аниқ: улар дўзахга тушадилар, ўша ерда абадий қоладилар.)"
47,"Эй Бани Исроил, сизга берган неъматларимни эсланг ва Менга берган аҳдингизга вафо қилинг. Мен ҳам сизга берган аҳдимга вафо қилурман. Ва Мендангина қўрқинг.",
48,Ва сиздаги нарсани тасдиқловчи қилиб туширган нарсамга иймон келтиринг. Унга биринчи куфр келтирувчи бўлманг. Менинг оятларимни оз баҳога сотманг ва Менгагина тақво қилинг.,
49,Ҳақни ботилга аралаштирманг ва ўзингиз билиб туриб ҳақни беркитманг.,
50,"Намозни тўкис адо қилинг, закот беринг ва рукуъ қилувчилар билан рукуъ қилинг.",
51,"Одамларни яхшиликка чорлаб туриб, ўзингизни унутасизми? Ҳолбуки, китобни тиловат қиляпсиз-ку. Ақлни ишлатмайсизми?!",
52,"Сабр ва намоз ила ёрдам сўранг. Ва албатта, у нафси синиқлардан бошқаларга жуда катта ишдир.<sup>1</sup>","(Биз ёрдам сўранг деб таржима қилган ибора араб тилида «истаъийну"" деб келган. Бу сўзнинг маъноси бир ишга уриниб туриб, яна қўшимча ёрдам сўрашни англатади. Демак, мусулмон киши ҳар бир ишга астойдил уринади ва шу уриниш билан бирга, Аллоҳдан ёрдам сўрайди. Сабр ҳам, кўпчилик хаёл қилганидай салбий маънода, яъни нима бўлса ҳам сабр қиляпман, деб жим-ҳаракатсиз туриш эмас, балки Аллоҳнинг айтганини бажариш жараёнида дуч келадиган машаққатларни енгишдаги сабрдир. Энг бош сабр ҳавою нафсни, роҳат-фароғатни, мансабни тарк қилиб, Аллоҳнинг айтганига юришга чидамдир.)"
53,Улар албатта Роббиларига рўбарў бўлишларига ва албатта Унга қайтиб боришларига ишонган зотлардир.,
54,"Эй Бани Исроил, сизга берган неъматларимни ва Мен сизларни оламлардан афзал қилиб қўйганимни эсланг!<sup>1</sup>","(Ўша пайтларда пайғамбарлик, илоҳий китоблар ва бошқа афзалликлар Бани Исроилга берилган эди. Лекин улар бу неъматларга шукр этмадилар, аҳдга вафо қилмадилар. Шундан сўнг Аллоҳ уларни лаънатлади, ғазаб қилди, хорлик ва зорликни раво кўрди.)"
55,"Бир жон бошқа жондан ҳеч нарсани адо қила олмайдиган, ундан шафоат қабул қилинмайдиган, ундан тўлов олинмайдиган ва уларга ёрдам берилмайдиган кундан қўрқинг.",
56,"Сизни ёмон азобларга солиб, ўғилларингизни сўйиб, қизларингизни тирик қолдираётган Фиръавн аҳлидан қутқарганимизни эсланг. Ана ўшанда Роббингиздан улуғ синов бордир.<sup>1</sup>","(Фиръавн — қадимги Миср подшоҳининг лақаби. Яъни, ким Мисрга подшоҳ бўлса, Фиръавн бўлади. «Фиръавн аҳли"" дегани Фиръавннинг одамлари демакдир. Фиръавн Бани Исроилда туғилган ўғил болаларни ўлдириб, қизларни тирик қолдириши ҳам улкан бир азоб.)"
57,"Ва денгизни ёриб, сизни қутқариб, сизнинг кўз олдингизда Фиръавн аҳлини ғарқ қилганимизни эсланг.<sup>1</sup>","(Бани Исроилни Мусо алайҳиссалом Мисрдан олиб чиқиб кетаётганларида, Фиръавн одамлари билан қувиб келиб қолади. Шунда Аллоҳ денгизни иккига бўлиб йўл очади ва Бани Исроил ўтиб оладилар. Ортларидан Фиръавн одамлари билан тушганда, Аллоҳ уларни ғарқ қилади.)"
58,"Ва Мусо билан қирқ кечага ваъдалашганимизни, у (кетгани)дан сўнг золим бўлган ҳолингизда бузоқни (худо) тутганингизни эсланг!",
59,"Ўшандан кейин сизни афв этдик. Шоядки, шукр қилсангиз.",
60,"Шоядки, ҳидоят топсангиз деб, Мусога китобни ва фурқонни берганимизни эсланг.",
61,"Мусонинг ўз қавмига: «Эй қавмим, албатта, сиз бузоқни (худо) тутишингиз ила ўзингизга ўзингиз зулм қилдингиз. Энди сизни бор қилувчи Зотга тавба қилинг, ўзингизни ўзингиз ўлдиринг, шундоқ қилмоғингиз сизни бор қилувчи Зот ҳузурида сиз учун яхшидир. Бас, У тавбангизни қабул қилди. Чунки У тавбани кўплаб қабул қилувчи ва раҳимли Зотдир», деганини эсланг.<sup>1</sup>","(Бузоқни худо деб тутиш инсон учун, унинг ақли учун нақадар улкан ор бўлишига қарамай, Бани Исроил табиатидаги бузуқликдан келиб чиқиб, шу ишни ўзига эп кўрди ва бу билан ўзига ўзи зулм қилди.)"
62,"«Эй Мусо, Аллоҳни очиқ-равшан кўрмагунимизча, сенга ишонмаймиз», деганингизни, шунда сизни ўзингиз назар солиб турганингизда яшин урганини эсланг.<sup>1</sup>","(Бани Исроилнинг бу шаккоклиги учун Аллоҳ таоло муносиб жазолади: ўзлари қараб турган ҳолда яшин уриб, ҳалок бўлдилар.)"
63,"Сўнгра, ўлимингиздан кейин қайта тирилтирдик, шоядки, шукр қилсангиз.<sup>1</sup>",(Аллоҳ таоло уларни қайта тирилтирибгина қўймади. Балки яна қўшимча марҳаматлар кўрсатди.)
64,"Ва булутни устингиздан соя солдириб қўйдик, сизга манн ва беданани туширдик. Ризқ қилиб берган нарсаларимизнинг покларини енглар. Бизга зулм қилмадилар. Лекин ўзларига зулм қилардилар.<sup>1</sup>","(Ибн Касирнинг айтишларича, «Манн» ўзини еса, таом ва ширинлик, сувга қўшиб ичса, ичимлик бўладиган нарсадир. Уни бошқа нарсаларга қўшса ҳам бўлаверади.)"
65,"«Ушбу қишлоққа кирингиз ва унинг хоҳлаган жойида енглар, еганингиз ош бўлсин ва эшикдан таъзим билан, ҳиттатун, деб киринг, сизнинг хатоларингизни мағфират қиламиз ва яхшиларга зиёда қиламиз», деганимизни эсланг.<sup>1</sup>","(Ушбу оятда, «Ушбу қишлоққа кирингиз», деган жумладаги «қишлоқ»дан мурод — Қуддуси шарифдир. Узоқ замонлар Мисрда ватангадо бўлиб юрган Бани Исроилга Аллоҳ таоло ватан ато қилиб, «қишлоққа кирингиз», деяпти. Бунинг устига яна: «Хоҳлаган жойингизда еб-ичинглар, еганларингиз ош бўлсин», деб катта марҳамат кўрсатяпти. Шу билан бирга, қандай ҳолда кириш лозимлигини ҳам ўргатди. Эшикдан сажда қилиб, яъни одоб билан, «ҳиттатун» деган сўзни айтиб киринг, дейилди. «Ҳиттатун» дегани — афв эт, гуноҳимни кеч, деган маънони англатар экан. Бани Исроил агар қишлоққа сажда қилиб, гуноҳларини кечишини сўраб, Аллоҳ ўргатган сўзни айтиб кирсалар, Парвардигор уларга мағфират ваъда қилди. «Сизнинг хатоларингизни мағфират қиламиз ва яхшиларга зиёда қилиб берамиз», деди.)"
