id,text,foot_notes
17,"În inimile lor este o boală<sup>1</sup>, iar Allah le va spori boala şi vor avea ei parte de chinuri dureroase pentru ceea ce au minţit.",Boala este îndoiala în ceea ce priveşte Islamul şi ezitarea în îmbrăţişarea lui.
18,"Dacă li se spune lor: „Nu faceţi stricăciune pe pământ!”, ei zic: „Noi, doară, suntem făcători de bine”.",
19,"Însă ei sunt cei făcători de stricăciune, dar nu‑şi dau seama.",
20,"Iar dacă li se spune lor: „Credeţi, aşa cum au crezut oamenii!”, ei zic: „Să credem precum au crezut cei fără de minte?”. De bună seamă ei sunt cei fără de minte<sup>1</sup>, dar nu o ştiu!","( 8) „Proştii” – adică ignoranţii, cei care au o capacitate redusă de a discerne între ceea ce este dăunător şi ceea ce este folositor."
21,"Iar dacă se întâlnesc cu cei care au crezut, zic ei: „Noi credem”, dar când rămân numai cu şeitanii<sup>1</sup> lor, zic ei: „Noi suntem cu voi, ne batem numai joc”.","Vom păstra cuvântul de origine arabă şeitan, intrat în limba română veche, evitând, deliberat, folosirea vreunuia dintre numeroasele sale sinonime de alte origini. Aici „şeitanii lor” pot să însemne „căpeteniile lor”, dar şi „semenii lor întru rău”."
22,Allah îşi bate joc de ei şi‑i păsuieşte în fărădelegea lor şi ei rătăcesc în neştire.,
23,"Aceia sunt cei care au schimbat calea cea dreaptă cu rătăcirea, dar negoţul lor nu le‑a adus câştig şi ei nu au fost bine călăuziţi.",
24,"Starea lor este ca pilda aceluia care a aprins un foc şi când a luminat ceea ce se afla împrejurul lui, le‑a luat Allah lumina lor<sup>1</sup> şi i‑a lăsat în întunecimi şi nu mai zăresc nimic.","Raportul singular‑plural: cineva aprinde focul pentru o singură persoană, iar lumina se revarsă asupra tuturor."
25,"Surzi, muţi, orbi sunt ei şi nu se întorc<sup>1</sup>.","Şi‑au înfundat singuri intrările spre conştiinţă şi spre simţirea sufletelor lor şi au vrut să nu audă Islamul sau să vină în întâmpinarea lui, după ce l‑au acceptat, iar după aceea l‑au abandonat prin ipocrizia lor."
26,"Sau ca o ploaie ce se prăvale din cer, cu beznă, tunet şi fulger. Îşi vâră ei degetele în urechi din pricina trăsnetelor, de frica morţii; Allah îi împresoară pe necredincioşi.",
27,"Fulgerul aproape că le răpeşte văzul. De fiecare dată când el [fulgerul] le face lumină, înaintează, dar când se lasă bezna, ei se opresc. Iar dacă ar vrea, Allah le‑ar răpi auzul şi văzul, căci Allah este peste toate cu putere.",
28,"O, voi oameni, slăviţi‑L pe Domnul vostru, care v‑a făcut pe voi şi pe cei de dinaintea voastră. Ca să aveţi frică [de El].",
29,"[Slăviţi‑L pe] cel care v‑a făcut vouă pământul un covor<sup>1</sup> şi cerul o zidire<sup>2</sup> şi a pogorât din cer apă şi a scos prin ea, din roade, hrană pentru voi. De vreme ce voi ştiţi [toate acestea], nu‑i faceţi lui Allah semeni!<sup>3</sup>","Un loc potrivit pentru statornicire şi odihnă, pregătit pentru viaţa omului şi a celorlalte făpturi. | Bine clădit şi legat, după o rânduială precisă. | Nu adoraţi vreun om sau lucru precum Allah, căci prin aceasta Îi faceţi asociaţi."
30,"Iar dacă vă îndoiţi de cele pe care le‑am pogorât Robului Nostru [Muhammed], aduceţi o Sură asemenea lui<sup>1</sup> şi chemaţi martorii voştri cei afară de Allah<sup>2</sup>, dacă sunteţi sinceri!",Asemenea surelor Coranului. | Adică sprijinitorii şi adepţii voştri care credeţi că vă pot ajuta să faceţi o singură sură asemănătoare cu cele ale Coranului.
31,"Şi dacă nu o faceţi – şi nu o veţi face! – atunci feriţi‑vă de Focul care mistuie oamenii şi pietrele, pregătit pentru necredincioşi!",
32,"Deci vesteşte celor care cred şi plinesc fapte bune că ei vor avea grădini pe sub care curg pâraie! De câte ori vor primi din ele un rod, ca hrană, vor zice: „Acestea sunt cele care le‑am primit şi mai înainte!”, căci li s‑au dat [lor şi altele] asemănătoare<sup>1</sup> cu ele. Şi ei vor avea în ele soţii curate şi în ele vecinic vor fi sălăşluitori.","Asemănătoare prin miros, gust şi culoare."
33,"Allah nu se sfiieşte să dea ca pildă un ţânţar sau ceva deasupra lui<sup>1</sup>. Cei care au crezut ştiu că este adevărul de la Domnul lor. Cât despre cei care nu cred, ei spun: „Ce a vrut Allah cu această pildă?”. Prin ea, pre mulţi îi rătăceşte şi prin ea, pre mulţi îi călăuzeşte, dar nu îi rătăceşte decât numai pe cei nelegiuiţi<sup>2</sup>,","Allah socoteşte că nimic nu este prea mic pentru a fi dat ca pildă oamenilor. Acest verset a fost revelat după ce evreii au râs de parabolele cu muştele şi păianjenul, adresate politeiştilor, pe motiv că n‑ar semăna cu vorbele lui Allah. | Nelegiuit are în vedere pe cel care a ieşit din supunerea lui Allah."
34,"Aceia care rup legământul cu Allah, după încheierea lui şi despărţesc ceea ce Allah a poruncit să fie împreună<sup>1</sup> şi fac stricăciune pe pământ, aceia sunt pierzători.","Cum ar fi relaţiile dintre rude, apropierea dintre dreptcredincioşi sau părăsirea poruncilor lui Allah."
35,"Cum de nu credeţi în Allah? Doar aţi fost fără viaţă şi El v‑a dat viaţă, apoi vă va face să vă săvârşiţi, apoi vă va învia, apoi la El vă veţi întoarce.",
36,"El este Acela care a creat pentru voi toate câte sunt pe pământ, apoi S‑a înălţat în cer şi a tocmit cele şapte ceruri şi El este Atoateştiutor [‘Alim].",
37,"Şi când Stăpânul tău<sup>1</sup> le‑a zis îngerilor: „Voi să pun pe pământ un înlocuitor [khalifa]<sup>2</sup>”, i‑au răspuns: „Să pui pe cineva care să facă stricăciune pe el şi să pricinuiască vărsare de sânge, când noi Ţie îţi aducem slavă şi pe Tine Te venerăm cu sfinţenie?”. Şi a zis: „Eu ştiu ceea ce voi nu ştiţi”.","Allah se adresează de aici înainte Profetului Muhammed. | Cuvântul arab khalifa are mai multe sensuri, cele mai uzuale fiind: „înlocuitor, succesor”; aici, împuternicit cu autoritatea de a guverna după legile divine."
38,"Şi l‑a învăţat pe Adam numele tuturor lucrurilor. Apoi le‑a arătat îngerilor şi le‑a zis: „Vestiţi‑Mi Mie numele acestora, dacă voi sunteţi întru dreptate!”.",
39,"I‑au răspuns ei: „Mărire Ţie! Nu avem ştire decât de ceea ce Tu ne‑ai învăţat, căci Tu eşti Atoateştiutor [şi] Înţelept” [Al‑’Alim, Al‑Hakim].",
40,"Şi i‑a zis El: „O, Adam, vesteşte‑le numele lor!” Şi după ce le‑a vestit numele lor, le‑a zis: „Nu v‑am spus că Eu le ştiu pe cele tainice din ceruri şi de pe pământ, după cum ştiu ceea ce dezvăluiţi şi ceea ce ascundeţi?”",
41,"Şi atunci când am spus îngerilor: „Prosternaţi‑vă dinaintea lui Adam!<sup>1</sup>” Şi s‑au prosternat ei, în afară de Iblis<sup>2</sup>, care nu a voit, ci s‑a semeţit şi a rămas printre cei necredincioşi.","Aici se foloseşte cu sensul de „închinare”, o formă de respect pentru creaţia lui Allah. | Nume propriu al diavolului, conducătorul lor, unul dintre djinni."
42,"Şi zis‑am Noi<sup>1</sup>: „O, Adam, sălăşluieşte tu împreună cu soaţa ta în această grădină! Mâncaţi din ea pe îndestulate, ori de unde voiţi, dar să nu vă apropiaţi de acest pom, pentru ca să nu fiţi dintre cei nedrepţi!”",Vezi nota nr. 1 din introducere.
43,Şeitan i‑a ademenit [să mănânce] din el<sup>1</sup> şi i‑a scos pe ei de unde se aflau. Şi le‑am zis lor: „Coborâţi şi duşmani vă veţi fi unul altuia!<sup>2</sup> Şi veţi avea pe pământ un sălaş şi cele trebuincioase până la un timp!”,Din pomul oprit. | Voi lui Şeitan(Diavolului) şi el vouă.
44,"Adam a primit de la Domnul său cuvinte<sup>1</sup> [cu care să se roage] şi [El] l‑a iertat, căci El este Iertător, Îndurător [At‑Tawwab, Ar‑Rahim].","Cuvinte de inspiraţie, rugi cu care să‑L invoce pentru a‑l ierta."
45,"Am zis: „Coborâţi [din Rai] cu toţii<sup>1</sup> şi când va veni pentru voi de la mine o Călăuzire<sup>2</sup>, cei care vor urma Călăuzirea Mea nu vor avea a se teme şi nici nu se vor întrista.","Dar în continuare se adresează celor doi şi lui Şeitan, folosind expresia de plural „coborâţi”. | Un trimis al meu pentru a vă transmite credinţa în Allah şi a vă călăuzi pe calea vieţii preacinstite."
46,"Iar aceia care nu cred şi iau semnele Noastre drept minciuni, aceia fi‑vor părtaşii Focului şi în el veşnic se vor afla”.",
47,"O, voi fii ai lui Israel, aduceţi‑vă aminte de binele ce v‑am făcut şi ţineţi‑vă legământul făcut Mie şi‑Mi voi ţine legământul făcut vouă<sup>1</sup> ş i d e M ine t emeţi‑vă;","În sensul că veţi avea parte de buna răsplată. Începând cu acest verset şi terminând cu versetul 142, se face referire la fiii lui Israel. Coranul cel nobil vorbeşte pe larg despre ei, adică pe parcursul aproape a unei părţi (juz’) întregi. Allah Preaînaltul, după ce i‑a chemat pe oameni la adorarea Sa – şi numai a Sale şi după ce le‑a amintit de harul pe care l‑a revărsat asupra strămoşului lor Adam, i‑a chemat pe fiii lui Israel, adică pe evrei, în mod special, să dea crezare ultimului dintre profeţi şi mesajului pe care l‑a adus de la Allah, pentru că acesta este scris şi în Tora lor. El li se adresează în diverse moduri: o dată îi cheamă cu blândeţe, altă dată îi ameninţă şi‑i înspăimântă, o dată le reaminteşte de binefacerile pe care le‑a revărsat asupra lor şi a părinţilor lor, altă dată aduce argumente şi reproşuri. Sa –, după ce le‑a adus oamenilor dovezile limpezi ale unicităţii şi existenţei"
48,"Credeţi în ceea ce v‑am pogorât<sup>1</sup>, întărind ceea ce voi aveţi şi nu fiţi primii care nu cred în el şi nu vindeţi semnele mele pentru un preţ mic şi faţă de Mine fiţi cu frică!",În Coran.
49,"Şi nu îmbrăcaţi adevărul cu minciuna şi nu ascundeţi adevărul, când voi îl ştiţi!<sup>1</sup>",Aluzie la faptul că iudeii au ascuns calităţile Profetului Muhammed la care s‑a referit şi Tora.
50,"Pliniţi rugăciunea, daţi Dania şi prosternaţi‑vă laolaltă cu cei care se pleacă!<sup>1</sup>",Adică rugaţi‑vă împreună cu credincioşii care se roagă. S‑a folosit plecăciunea în locul rugăciunii pentru a evidenţia obligativitatea ei din timpul rugăciunii.
51,"Porunciţi oamenilor evlavia şi uitaţi de voi înşivă, cu toate că voi citiţi Scriptura?<sup>1</sup> Voi nu pricepeţi?!<sup>2</sup>","Tora. | Acest verset a fost revelat cu referire la unii înţelepţi evrei, care le spuneau apropiaţilor lor care au îmbrăţişat Islamul: urmaţi religia lui Muhammed, căci ea reprezintă Adevărul! Însă ei le porunceau celorlalţi oameni să creadă, fără ca ei să facă acest lucru."
52,"Căutaţi liman în răbdare şi în Rugăciune [As‑Salat]! [Într‑adevăr] ea este anevoioasă, însă nu pentru cei care cred,",
53,Care cred că îl vor întâlni pe Domnul lor şi că la El se vor întoarce.,
54,"O, voi, fii ai lui Israel, aduceţi‑vă aminte de binele ce v‑am făcut şi că Eu v‑am preferat [atunci] lumilor.<sup>1</sup>","„V‑am ales înaintea lumilor”: Am făcut din voi, prin trimiterea profeţilor vouă şi prin împlinirea de către voi a mesajului lor, cel mai onorat dintre neamurile timpului nostru."
55,"Şi fiţi cu frică de o Zi în care nu va putea face un suflet pentru alt suflet nimic şi nu se va primi pentru el mijlocire, nici nu se va lua de la el schimb şi nici că vor putea fi ele ajutate!",
56,"[Şi aduceţi‑vă aminte că] Noi v‑am izbăvit de neamul lui Faraon, care vă supunea la rele chinuri, junghiindu‑i pe fiii voştri şi cruţând viaţa doar muierilor voastre! În aceasta fost‑a mare încercare de la Domnul vostru.",
57,"Şi despicat‑am pentru voi marea şi v‑am mântuit şi am înecat neamul lui Faraon, pe când voi priveaţi.",
58,"Şi Ne‑am înţeles cu Moise<sup>1</sup> pentru patruzeci de nopţi<sup>2</sup>, iar voi aţi ales viţelul [pentru a‑l adora], în lipsa lui [Moise] şi aţi fost voi nelegiuiţi.",În limba arabă Musa. | Să‑i pogoare Allah Tora.
59,"V‑am iertat vouă după aceea, nădăjduind că veţi fi mulţumitori.",
60,"Şi datu‑i‑am lui Moise Scriptura, Cartea Doveditoare [Al‑Furqan]<sup>1</sup>, nădăjduind că veţi fi călăuziţi.","Care arată calea adevărului, deosebind‑o de calea rătăcirii(Tora), în arabă Al‑Furqan, care este, în alte contexte, şi unul dintre numele Coranului."
61,"Şi zis‑a Moise atunci neamului său: „O, neam al meu, aţi fost nedrepţi cu voi înşivă prin adorarea viţelului. Deci cereţi iertare Creatorului vostru şi răpuneţi‑vă unii pe alţii<sup>1</sup>. Aceasta este mai bine pentru voi la Făcătorul vostru. Dar El v‑a iertat, căci El este cel Iertător, Îndurător [At‑Tawwab, Ar‑Rahim].","Iertarea lui Dumnezeu pentru ei era porunca de a se ucide între ei, dar Domnului i s‑a făcut milă şi i‑a iertat şi de la această poruncă."
62,"Şi [aduceţi‑vă aminte] când aţi zis voi: „O, Moise! Nu te vom crede până nu‑L vom vedea pe Allah desluşit. Şi trăsnetul s‑a abătut asupra voastră [şi v‑a ucis], în vreme ce voi priveaţi.",
63,"Apoi v‑am înviat, după ce aţi murit, nădăjduind că veţi fi mulţumitori.",
64,"Şi am făcut să vă umbrească nori şi am pogorât peste voi mana şi prepeliţe. „Mâncaţi din bunătăţile pe care vi le‑am dăruit!”. Iar ei nu au fost nedrepţi cu Noi, ci faţă de ei înşişi au fost nedrepţi.",
65,"Şi zis‑am Noi: „Intraţi în această cetate<sup>1</sup> şi mâncaţi din [bunătăţile] ei oriunde veţi voi, până vă veţi sătura. Intraţi pe poartă cu smerenie, spunând: „Îndurare!”, iar Noi vom ierta păcatele voastre şi‑i vom spori pe cei care fac bine”.",Al‑Quds (unul din numele arabe ale oraşului Ierusalim) sau Ariha (numele arab al oraşului Ierihon).
66,"Dar au schimbat cei nedrepţi cuvântul cu un altul decât cel care li s‑a poruncit şi am pogorât asupra celor care au fost nedrepţi, pedeapsă din cer, pentru că ei au fost nelegiuiţi.",
67,"Şi când Moise a cerut apă pentru neamul său, i‑am zis: „Loveşte cu toiagul tău stânca!” Şi au ţâşnit din ea douăsprezece izvoare. Şi a cunoscut fiecare seminţie locul său de băut. „Mâncaţi şi beţi din darul lui Allah şi nu faceţi rău pe pământ fiind stricători!”",
68,"Şi [luaţi aminte] când aţi spus voi: „O, Moise! Nu vom putea îndura un singur soi de bucate! Roagă‑te pentru noi la Domnul tău să scoată pentru noi din ceea ce dă la iveală pământul, din legumele lui: castraveţi, usturoi, linte şi ceapă!”, a zis el: „Voiţi a schimba cu ceea ce este mai rău ceea ce este mai bun? Coborâţi într‑un alt oraş, unde veţi găsi ceea ce aţi cerut!” Şi a căzut asupra lor umilinţă şi sărăcie şi s‑au întors însoţiţi de mânia lui Allah. Şi aceasta pentru că ei nu au crezut în semnele lui Allah, pentru că i‑au ucis pe profeţi pe nedrept; aceasta pentru că ei s‑au răsculat şi au călcat rânduielile.",
69,"Cei care au crezut în [Islam], precum şi aceia dintre cei care s‑au iudaizat, dintre creştinii şi sabeenii<sup>1</sup> care au crezut în Allah şi în Ziua de Apoi şi au făcut bine, vor avea răsplata lor de la Domnul lor. Ei n‑au a se teme şi nici nu se vor mâhni.","Au existat două comunităţi cu nume asemănătoare: o comunitate ai cărei supravieţuitori(circa 2000 de suflete) trăiesc şi în prezent în Irak, cunoscuţi sub numele de creştini de Sfântul Ioan, şi o comunitate care a locuit în Yemen cu câteva sute de ani înainte de Christos şi a avut un rol important în istoria timpurie a Arabiei."
70,Şi am încheiat legământul cu voi şi am înălţat asupra voastră Muntele<sup>1</sup>. „Ţineţi ceea ce v‑am dat cu tărie şi amintiţi‑vă ceea ce este într‑aceea! Poate veţi fi cu frică!”,Muntele At‑Tur din Sinai.
71,"Apoi v‑aţi îndepărtat, după aceea, şi de n‑ar fi fost harul lui Allah asupra voastră şi îndurarea Lui, aţi fi fost printre cei pierduţi.",
72,Voi ştiţi ce au păţit aceia dintre voi care au nesocotit Sabatul<sup>1</sup> şi le‑am zis lor: „Să fiţi maimuţe dispreţuite!”,"Ziua de sâmbătă, statornicită ca zi nelucrătoare la evrei. Nerespectarea ei se pedepseşte cu moartea. (Cf. Biblia, Exodul; 31:14) Probabil că aici este vorba de obiceiul unei comunităţi de pescari de pe litoral care au continuat să încalce această poruncă şi au fost pedepsiţi, fiind preschimbaţi în maimuţe."
73,"Şi i‑am făcut pildă pentru cei din vremea lor şi pentru cei de după ei, îndemnare pentru cei cu frică.",
74,Şi [aduceţi‑vă aminte când] Moise a zis neamului său: „Allah vă porunceşte să junghiaţi o vacă!”<sup>1</sup> Şi au răspuns ei: „Ne iei în derâdere?” Iar el le‑a răspuns: „Să mă ferească Allah să fiu dintre cei neştiutori!”,"Era printre fiii lui Israel un bărbat sterp, care n‑a avut parte de copii, dar avea multă avere. Fiul fratelui său, care‑i era moştenitor, l‑a ucis, iar noaptea l‑a cărat şi l‑a lăsat în faţa uşii unui bărbat dintre ei. Apoi i‑a învinovăţit pe ei de moartea lui, încât s‑au repezit la arme şi s‑au năpustit unii asupra altora. Dar cei înţelepţi dintre ei au zis: de ce ne măcelărim unii pe alţii, când Trimisul lui Allah se află printre noi? Şi au venit ei la Moise şi i‑au spus ce se întâmplase. Atunci el le‑a zis: Allah vă porunceşte să înjunghiaţi o vacă!"
75,"Au zis: „Roagă‑te pentru noi Domnului tău să ne arate limpede cum să fie!”. El a răspuns: „Iată, El zice ca ea să fie o vacă nici prea bătrână, nici prea tânără, ci de vârstă mijlocie, între acestea. Şi acum faceţi ce vi se porunceşte!”",
76,"Au zis: „Roagă‑te pentru noi Domnului tău să ne arate limpede culoarea ei!” A răspuns: „Iată, El zice să fie o vacă de culoare galben strălucitor, să placă privitorilor”.",
77,"Au zis: „Roagă‑te pentru noi Domnului tău să ne arate care să fie ea, căci vacile sunt la fel în ochii noştri, dar noi, dacă va voi Allah, vom fi bine îndreptaţi!”",
78,"A zis: „Iată, El zice să fie o vacă nu slăbită, ce ară pământul şi adapă semănăturile, ci sănătoasă, fără nici o pată pe ea”. Au zis: „Acum ai adus adevărul!” Şi au junghiat‑o, dar puţin a lipsit să nu o facă.",
79,[Şi aduceţi‑vă aminte când] aţi omorât un suflet şi v‑aţi învinuit unii pe alţii asupra lui. Însă Allah va scoate la iveală ceea ce voi ţineţi ascuns!,
80,"Şi [atunci] Noi am zis: „Loviţi‑l pe el cu o bucată din ea!” Şi aşa [cum l‑a înviat pe el], Allah îi va readuce la viaţă pe cei morţi<sup>1</sup> şi vă arată semnele Sale. Poate astfel o să pricepeţi.",Aceasta este o pildă pentru puterea lui Allah de a‑i readuce la viaţă pe toţi morţii în Ziua Judecăţii.
81,"Apoi au încremenit inimile voastre, după aceea, asemenea pietrelor sau chiar mai învârtoşite, căci din unele pietre ţâşnesc pâraie, iar altele se despică şi iese din ele apă, iar altele se prăbuşesc de frica lui Allah. Dar Allah nu este fără băgare de seamă la ceea ce faceţi voi.",
82,"Oare năzuiţi ca ei să creadă cu voi, când o parte din ei au auzit cuvântul lui Allah<sup>1</sup>, apoi l‑au răstălmăcit, după ce l‑au priceput, cu bună‑ştiinţa lor?",Tora.
83,"Şi dacă se întâlnesc cu aceia care cred<sup>1</sup>, ei zic: „Noi credem!”. Dar când rămân numai între ei, zic: „Voiţi voi să le vorbiţi despre ceea ce Allah v‑a dezvăluit<sup>2</sup> pentru ca ei să facă din aceasta un temei împotriva voastră dinaintea Domnului vostru? Oare voi nu pricepeţi?”<sup>3</sup>",Cu musulmanii. | Despre dezvăluirea pe care Allah v‑a făcut‑o în Tora despre adevărul profeţiei lui Muhammed. | Aluzie la faptul că recunoaşterea pomenirii Profetului Muhammed în Tora va fi adusă ca argument împotriva lor în Ziua Judecăţii de Apoi.
84,"Oare ei nu pricep că Allah ştie atât ceea ce ei tăinuiesc, cât şi ceea ce ei rostesc cu glas tare?",
85,"Şi printre ei<sup>1</sup> sunt neînvăţaţi care nu cunosc Scriptura, ci au doar năluciri şi ei doar bănuiesc.",Printre iudei.
86,"Dar vai acelora care plăsmuiesc Scriptura<sup>1</sup> cu mâinile lor şi spun „Aceasta este de la Allah”, pentru a dobândi prin aceasta o mică simbrie! Vai pentru ceea ce mâinile lor au scris şi vai lor pentru ceea ce agonisesc!","Care răstălmăcesc, inventează, compun, redactează, scriu Tora."
87,Au zis ei<sup>1</sup>: „Nu ne va atinge Focul decât câteva zile numărate!” Spune‑le: „Oare aveţi de la Allah făgăduinţă? Allah nu va încălca făgăduinţa Sa! Sau voi spuneţi despre Allah ceea ce nu ştiţi?”,Evreii.
88,"Dar nu! Aceia care au săvârşit un păcat şi pe care i‑a împresurat păcatul, aceia sunt oaspeţii Focului şi ei în el vor rămâne veşnic.",
89,"Iar aceia care au crezut şi au săvârşit fapte bune, aceia sunt oaspeţii Raiului şi ei în el vor rămâne veşnic.",
90,"Şi luaţi aminte [când] Noi am făcut legământ cu fii lui Israel: „Să nu‑L adoraţi decât pe Allah şi cu părinţii voştri să vă purtaţi bine, ca şi cu rudele, cu orfanii şi cu sărmanii! Şi să spuneţi oamenilor vorbe bune, să împliniţi Rugăciunea [As‑Salat] şi să daţi Dania [Az‑Zakat]!” Apoi v‑aţi lepădat, afară de puţini dintre voi, şi v‑aţi abătut.",
91,Am făcut legământ cu voi să nu vărsaţi sângele vostru şi să nu vă alungaţi din casele voastre. Atunci aţi încuviinţat aceasta şi voi puteţi fi martori.,
92,"Apoi voi înşivă v‑aţi măcelărit şi aţi alungat o parte dintre voi din căminele lor. V‑aţi întrajutorat împotriva lor numai la fărădelege şi duşmănie. Iar dacă au venit încătuşaţi la voi, i‑aţi răscumpărat, cu toate că vă fusese oprit să‑i alungaţi. Oare voi credeţi numai într‑o parte a Scripturii şi respingeţi o altă parte? Şi care va fi răsplata acelora care fac aceasta, dintre voi, decât ruşinea în această viaţă, iar în Ziua Învierii să fie supuşi la cele mai cumplite chinuri? Allah nu este fără băgare de seamă la ce faceţi voi.",
93,Acelora care au preferat Viaţa lumească pe Viaţa de Apoi nu li se vor putea uşura chinurile şi nici ajutaţi nu vor fi.,
94,"I‑am dăruit lui Moise Cartea şi am făcut să‑i urmeze alţi trimişi. I‑am dat lui Isus [‘Isa], fiul Mariei [Maryam], semnele desluşite şi l‑am întărit pre el cu duhul sfânt<sup>1</sup>. Însă de fiecare dată când a adus la voi un trimis, ceea ce nu plăcea sufletelor voastre, v‑aţi semeţit şi pe o parte dintre trimişi i‑aţi învinuit de minciună, iar pe o altă parte i‑aţi răpus.","Prin duhul sfânt, exegeţii Coranului îl au în vedere pe arhanghelul Gavriil."
95,Au zis ei: „Inimile noastre sunt învăluite”. Dar i‑a blestemat Allah pentru necredinţa lor şi doar puţin cred ei<sup>1</sup>.,Într‑o altă interpretare – „sunt puţini cei care cred”
96,"Şi când le‑a venit Cartea<sup>1</sup> de la Allah, întărind‑o pe cea pe care o aveau ei – după ce mai înainte se rugaseră pentru ajutor împotriva celor care nu credeau –, când le‑a venit ceea ce ştiuseră<sup>2</sup>, l‑au tăgăduit pe el [Muhammed]. Blestemul lui Allah asupra celor care nu cred!","Coranul. | Când a venit Muhammed, aducând mesajul, după ce în Tora fuseseră menţionate veştile despre el şi cunoscuseră calităţile lui."
97,"Pe nimica toată şi‑au dat sufletele lor, tăgăduind ceea ce Allah a pogorât, cu pizmă pentru ceea ce Allah pogoară cu harul Lui acelora dintre robii Săi pe care El îi voieşte. Şi au avut ei parte de mânie peste mânie. Iar necredincioşii au parte de chinuri umilitoare.",
98,"Iar când li s‑a zis: „Credeţi în ceea ce a pogorât Allah!”, ei au răspuns: „Noi credem în ceea ce ne‑a fost pogorât!” Şi ei se leapădă de ceea ce a venit mai apoi – şi care este Adevărul ce întăreşte ceea ce au ei! Spune<sup>1</sup>: „Şi de ce i‑aţi omorât pe profeţii lui Allah de mai înainte, dacă aţi fost dreptcredincioşi [Mu’minin]?”","Spune‑le, o, Muhammed, iudeilor!"
99,Şi pentru voi Moise a venit cu semnele doveditoare iar după aceea voi aţi ales viţelul în lipsa lui şi aţi fost nelegiuiţi.,
100,"Şi [aduceţi‑vă aminte] când am încheiat legământul cu voi şi am ridicat deasupra voastră muntele At‑Tur [zicând]: „Ţineţi ceea ce v‑am dat, cu tărie, şi ascultaţi!”. Au răspuns ei: „Am auzit, dar nu ne supunem!” Şi au fost adăpate inimile lor cu viţelul pentru necredinţa lor. Spune: „Ce lucru respingător vă porunceşte credinţa voastră, dacă voi sunteţi credincioşi!”",
101,"Spune: „Dacă voi aveţi casa cea veşnică<sup>1</sup> la Allah numai pentru voi, fără de alţi oameni, atunci doriţi‑vă moartea, dacă sunteţi cinstiţi!”.",Paradisul.
102,"Dar nicicând nu o vor dori, din pricina celor săvârşite cu mâinile lor mai înainte. Dar Allah este Ştiutor al nelegiuiţilor.",
103,"Vei afla că ei sunt cei mai poftitori de viaţă dintre oameni, mai mult chiar decât păgânii<sup>1</sup>. Ar vrea fiecare dintre ei să i se dea să trăiască o mie de ani. Dar nu se va găsi izbăvitor de chinuri pentru el, nici de va trăi atât de mult, căci Allah vede ce fac ei.",Adică decât politeiştii.
104,"Spune: „Cine este duşman lui Gavriil?<sup>1</sup>” El<sup>2</sup> l‑a pogorât [Coranul] în inima ta, cu îngăduinţa lui Allah, adeverind ceea ce se afla dinaintea lui, ca îndreptare şi bunăvestire pentru credincioşi.","În limba arabă Gibril, Jibril. | Gavriil ţi l‑a revelat."
105,"Acela care este duşman al lui Allah, al îngerilor Săi şi al trimişilor Săi, al lui Gavriil şi al lui Mihail [să ştie că] Allah este duşmanul necredincioşilor!",
